491410.000000	6497320.000000	-0.000000
489910.000000	6494820.000000	-0.007048
488910.000000	6494320.000000	-0.000000
489410.000000	6494320.000000	-0.004226
494410.000000	6492820.000000	-0.002424
488910.000000	6491820.000000	-0.008354
494910.000000	6491820.000000	-0.002122
501410.000000	6491820.000000	-0.001476
489410.000000	6491320.000000	-0.003456
496910.000000	6491320.000000	-0.000957
497910.000000	6491320.000000	-0.001703
500910.000000	6491320.000000	-0.007003
497910.000000	6490820.000000	-0.002372
499910.000000	6490820.000000	-0.002063
495410.000000	6490320.000000	-0.005193
485410.000000	6489820.000000	-0.003936
494410.000000	6489820.000000	-0.007363
495410.000000	6489820.000000	-0.010270
499410.000000	6489820.000000	-0.000000
485410.000000	6489320.000000	0.000324
490410.000000	6489320.000000	-0.012061
505410.000000	6489320.000000	0.000092
490410.000000	6488820.000000	-0.006493
490910.000000	6488820.000000	-0.008906
490910.000000	6488320.000000	-0.002291
492410.000000	6488320.000000	-0.002545
492910.000000	6488320.000000	-0.002286
485410.000000	6487820.000000	-0.000000
500410.000000	6487820.000000	0.001042
485910.000000	6487320.000000	-0.000000
491410.000000	6487320.000000	-0.004489
500410.000000	6487320.000000	-0.000000
486410.000000	6486820.000000	-0.004335
486910.000000	6486820.000000	-0.005757
491410.000000	6486820.000000	-0.002839
500910.000000	6486820.000000	-0.000136
486910.000000	6486320.000000	-0.005196
491410.000000	6486320.000000	-0.001136
502410.000000	6486320.000000	-0.000000
490910.000000	6485820.000000	-0.000720
491410.000000	6485820.000000	-0.020083
502410.000000	6485820.000000	-0.000000
486910.000000	6485320.000000	-0.015121
489910.000000	6485320.000000	-0.006051
490410.000000	6485320.000000	-0.016927
487910.000000	6484820.000000	-0.005495
503410.000000	6484820.000000	-0.000104
487410.000000	6484320.000000	-0.000017
504410.000000	6484320.000000	0.000483
506910.000000	6483320.000000	0.000146
494910.000000	6482320.000000	-0.004733
485910.000000	6481820.000000	-0.002008
486410.000000	6481820.000000	-0.000401
493910.000000	6481820.000000	-0.000000
494910.000000	6481820.000000	-0.008380
495910.000000	6481820.000000	-0.000095
497910.000000	6481820.000000	-0.000000
491910.000000	6481320.000000	-0.000000
492410.000000	6481320.000000	-0.006726
497410.000000	6481320.000000	-0.001274
485410.000000	6480820.000000	-0.000000
484910.000000	6479820.000000	-0.000000
488410.000000	6479820.000000	-0.002492
484910.000000	6479320.000000	-0.000109
488410.000000	6479320.000000	-0.001256
484910.000000	6478320.000000	-0.016283
493910.000000	6478320.000000	-0.001488
484910.000000	6477820.000000	-0.002500
486910.000000	6477820.000000	-0.006133
493410.000000	6477820.000000	-0.000000
493910.000000	6477820.000000	-0.000000
484910.000000	6477320.000000	-0.000000
486410.000000	6477320.000000	-0.000000
493410.000000	6477320.000000	0.000772
492910.000000	6476320.000000	-0.000830
485410.000000	6475820.000000	0.002219
492410.000000	6475820.000000	-0.002821
485910.000000	6474820.000000	-0.003385
485910.000000	6474320.000000	-0.061086
491410.000000	6474320.000000	-0.000000
491410.000000	6473820.000000	-0.010982
485910.000000	6473320.000000	-0.005831
491410.000000	6473320.000000	-0.000000
485910.000000	6472820.000000	-0.010206
490910.000000	6472820.000000	-0.002178
485910.000000	6472320.000000	0.000563
490410.000000	6472320.000000	-0.000883
485910.000000	6470320.000000	-0.002963
487910.000000	6470320.000000	-0.000868
484910.000000	6469820.000000	-0.008173
485410.000000	6469820.000000	-0.001663
484910.000000	6469320.000000	-0.000258
