491410.000000	6497320.000000	-0.000000
489910.000000	6494820.000000	-0.004547
488910.000000	6494320.000000	-0.000000
489410.000000	6494320.000000	-0.000182
494410.000000	6492820.000000	-0.000154
488910.000000	6491820.000000	-0.001203
494910.000000	6491820.000000	-0.000413
501410.000000	6491820.000000	-0.000117
489410.000000	6491320.000000	-0.000636
496910.000000	6491320.000000	-0.000218
497910.000000	6491320.000000	-0.000461
500910.000000	6491320.000000	-0.001665
497910.000000	6490820.000000	-0.000254
499910.000000	6490820.000000	-0.000000
495410.000000	6490320.000000	-0.000774
485410.000000	6489820.000000	-0.000263
494410.000000	6489820.000000	-0.000819
495410.000000	6489820.000000	-0.000736
499410.000000	6489820.000000	-0.000000
485410.000000	6489320.000000	0.000280
490410.000000	6489320.000000	-0.001305
505410.000000	6489320.000000	0.000088
490410.000000	6488820.000000	-0.001149
490910.000000	6488820.000000	-0.001157
490910.000000	6488320.000000	-0.000480
492410.000000	6488320.000000	-0.000347
492910.000000	6488320.000000	-0.000251
485410.000000	6487820.000000	-0.000000
500410.000000	6487820.000000	0.001068
485910.000000	6487320.000000	-0.000000
491410.000000	6487320.000000	-0.000630
500410.000000	6487320.000000	-0.000000
486410.000000	6486820.000000	-0.000704
486910.000000	6486820.000000	-0.006076
491410.000000	6486820.000000	-0.000579
500910.000000	6486820.000000	-0.000000
486910.000000	6486320.000000	-0.000496
491410.000000	6486320.000000	-0.000000
502410.000000	6486320.000000	-0.000000
490910.000000	6485820.000000	-0.000000
491410.000000	6485820.000000	-0.002667
502410.000000	6485820.000000	-0.000000
486910.000000	6485320.000000	-0.017351
489910.000000	6485320.000000	-0.000914
490410.000000	6485320.000000	-0.002817
487910.000000	6484820.000000	-0.000621
503410.000000	6484820.000000	-0.000000
487410.000000	6484320.000000	-0.000000
504410.000000	6484320.000000	0.000845
506910.000000	6483320.000000	0.000173
494910.000000	6482320.000000	-0.000049
485910.000000	6481820.000000	-0.000051
486410.000000	6481820.000000	-0.000024
493910.000000	6481820.000000	-0.000000
494910.000000	6481820.000000	-0.002553
495910.000000	6481820.000000	-0.000032
497910.000000	6481820.000000	-0.000000
491910.000000	6481320.000000	-0.000000
492410.000000	6481320.000000	-0.000869
497410.000000	6481320.000000	-0.000365
485410.000000	6480820.000000	-0.000000
484910.000000	6479820.000000	-0.000000
488410.000000	6479820.000000	-0.000301
484910.000000	6479320.000000	-0.000000
488410.000000	6479320.000000	-0.000114
484910.000000	6478320.000000	-0.008948
493910.000000	6478320.000000	-0.000294
484910.000000	6477820.000000	-0.000000
486910.000000	6477820.000000	-0.001110
493410.000000	6477820.000000	-0.000000
493910.000000	6477820.000000	-0.000000
484910.000000	6477320.000000	-0.000000
486410.000000	6477320.000000	-0.000000
493410.000000	6477320.000000	0.002406
492910.000000	6476320.000000	-0.000113
485410.000000	6475820.000000	0.001915
492410.000000	6475820.000000	-0.000673
485910.000000	6474820.000000	-0.000000
485910.000000	6474320.000000	-0.053259
491410.000000	6474320.000000	-0.000000
491410.000000	6473820.000000	-0.001608
485910.000000	6473320.000000	-0.000717
491410.000000	6473320.000000	-0.000000
485910.000000	6472820.000000	-0.001342
490910.000000	6472820.000000	-0.000241
485910.000000	6472320.000000	0.000681
490410.000000	6472320.000000	-0.000000
485910.000000	6470320.000000	-0.000359
487910.000000	6470320.000000	-0.000047
484910.000000	6469820.000000	-0.000884
485410.000000	6469820.000000	-0.000202
484910.000000	6469320.000000	-0.000066
