perm_r_zpc_l01_z640 -5.0000000000E+00    
perm_r_zpc_l01_z422 -5.0000000000E+00    
perm_r_zpc_l01_z421 -5.0000000000E+00    
perm_r_zpc_l01_z420 -5.0000000000E+00    
perm_r_zpc_l01_z419 -5.0000000000E+00    
perm_r_zpc_l01_z418 -5.0000000000E+00    
perm_r_zpc_l01_z417 -5.0000000000E+00    
perm_r_zpc_l01_z416 -5.0000000000E+00    
perm_r_zpc_l01_z415 -5.0000000000E+00    
perm_r_zpc_l01_z414 -5.0000000000E+00    
perm_r_zpc_l01_z413 -5.0000000000E+00    
perm_r_zpc_l01_z412 -5.0000000000E+00    
perm_r_zpc_l01_z411 -5.0000000000E+00    
perm_r_zpc_l01_z410 -5.0000000000E+00    
