permh_l03_z01_00 4.8466000000E+05      6.4720700000E+06      1           -8.0000000010E+00    
permh_l03_z01_01 4.8466000000E+05      6.4800700000E+06      1           -8.0000000010E+00    
permh_l03_z01_02 4.8466000000E+05      6.4880700000E+06      1           -8.0000000010E+00    
permh_l03_z01_03 4.9266000000E+05      6.4720700000E+06      1           -8.0000000010E+00    
permh_l03_z01_04 4.9266000000E+05      6.4800700000E+06      1           -8.0000000010E+00    
permh_l03_z01_05 4.9266000000E+05      6.4880700000E+06      1           -8.0000000010E+00    
permh_l03_z01_06 5.0066000000E+05      6.4800700000E+06      1           -8.0000000010E+00    
permh_l03_z01_07 5.0066000000E+05      6.4880700000E+06      1           -8.0000000010E+00    
permh_l03_z01_08 5.0866000000E+05      6.4800700000E+06      1           -8.0000000010E+00    
permh_l03_z01_09 5.0866000000E+05      6.4880700000E+06      1           -8.0000000010E+00    
