-0.001323	24	39	2
-0.000082	33	39	2
-0.000745	23	41	2
-0.001117	27	43	2
-0.000260	30	45	2
-0.000475	33	48	2
-0.001172	39	48	2
-0.000584	11	61	2
-0.000154	20	66	2
-0.000066	25	18	4
-0.000627	26	18	4
-0.001065	21	20	4
-0.000035	7	22	4
-0.000420	9	22	4
-0.000000	17	22	4
-0.000521	18	23	4
-0.001977	20	23	4
-0.000073	17	24	4
-0.000702	20	24	4
-0.000117	35	24	4
-0.000000	6	25	4
-0.000760	10	25	4
-0.000367	20	25	4
-0.000645	5	26	4
-0.001238	8	26	4
-0.001821	11	26	4
-0.003053	14	26	4
-0.000629	15	26	4
-0.000095	5	27	4
-0.002843	6	27	4
-0.000523	14	27	4
-0.000798	18	27	4
-0.000832	22	27	4
-0.000000	5	28	4
-0.000241	25	28	4
-0.000475	10	30	4
-0.000137	18	31	4
-0.001165	19	31	4
-0.000312	19	32	4
-0.000237	21	32	4
-0.000173	25	32	4
-0.001162	14	33	4
-0.000880	24	33	4
-0.002836	16	34	4
-0.000754	19	34	4
-0.000000	21	34	4
-0.001145	16	35	4
-0.000566	17	36	4
-0.001055	22	36	4
-0.001630	13	38	4
-0.000539	15	38	4
-0.000059	33	39	4
-0.001813	23	40	4
-0.000000	31	40	4
-0.001719	25	41	4
-0.000341	32	41	4
-0.000072	33	41	4
-0.000877	21	42	4
-0.000514	33	42	4
-0.000762	35	43	4
-0.003794	17	44	4
-0.000417	27	44	4
-0.002685	28	44	4
-0.000805	34	44	4
-0.000021	33	45	4
-0.000142	29	46	4
-0.000459	32	46	4
-0.000698	44	46	4
-0.000241	45	46	4
-0.000313	46	46	4
-0.000469	51	46	4
-0.000018	9	47	4
-0.001732	38	47	4
-0.000297	43	47	4
-0.000831	39	48	4
-0.000702	19	49	4
-0.000225	44	49	4
-0.000073	40	50	4
-0.001312	11	51	4
-0.000190	26	51	4
-0.002560	32	51	4
-0.001384	33	51	4
-0.000003	6	52	4
-0.002571	14	53	4
-0.000898	15	53	4
-0.000878	28	53	4
-0.001735	31	54	4
-0.000866	33	54	4
-0.001022	27	55	4
-0.000132	28	56	4
-0.000736	29	58	4
-0.000000	29	60	4
-0.000542	15	66	4
-0.001107	17	22	6
-0.000261	11	26	6
-0.000985	17	26	6
-0.001089	20	27	6
-0.000652	24	28	6
-0.000805	19	32	6
-0.001781	20	32	6
-0.000856	10	33	6
-0.000521	8	34	6
-0.000523	19	34	6
-0.000000	20	34	6
-0.000570	22	34	6
-0.000177	16	35	6
-0.000691	40	39	6
-0.000343	34	48	6
-0.000649	23	63	6
