obsnme,obsval,weight,obgnme
loc005n0035,-1.744727494896694,16.475050746027044,P7270001
loc005n0037,-1.6989700043360187,16.475050746027044,P7270001
loc005n0039,-1.6382721639824072,16.475050746027044,P7270001
loc005n0041,-1.431798275933005,16.475050746027044,P7270001
loc005n0043,-1.6777807052660807,16.475050746027044,P7270001
loc005n0047,-2.2218487496163566,16.475050746027044,P7270001
loc005n0048,-2.154901959985743,16.475050746027044,P7270001
loc005n0050,-2.3010299956639813,16.475050746027044,P7270001
loc005n0052,-2.0969100130080562,16.475050746027044,P7270001
loc005n0054,-1.619788758288394,16.475050746027044,P7270001
loc005n0056,-1.5086383061657274,16.475050746027044,P7270001
loc005n0058,-1.6989700043360187,16.475050746027044,P7270001
loc005n0060,-1.337242168318426,16.475050746027044,P7270001
loc005n0062,-1.2365720064370627,16.475050746027044,P7270001
loc005n0064,-1.154901959985743,16.475050746027044,P7270001
loc005n0066,-1.1804560644581312,16.475050746027044,P7270001
loc005n0068,-1.2441251443275085,16.475050746027044,P7270001
loc005n0070,-1.275724130399211,16.475050746027044,P7270001
loc005n0072,-1.2676062401770316,16.475050746027044,P7270001
loc005n0074,-1.1611509092627446,16.475050746027044,P7270001
loc005n0077,-0.9829666607012196,16.475050746027044,P7270001
loc005n0078,-1.0132282657337552,16.475050746027044,P7270001
loc005n0080,-0.7986028756795485,16.475050746027044,P7270001
loc005n0082,-0.22257317761068862,16.475050746027044,P7270001
loc005n0084,-0.3585258894959005,16.475050746027044,P7270001
loc005n0086,-0.45842075605341914,16.475050746027044,P7270001
loc005n0088,-0.431798275933005,16.475050746027044,P7270001
loc005n0090,-0.43415218132648237,16.475050746027044,P7270001
loc005n0092,-0.44611697335612566,16.475050746027044,P7270001
loc005n0094,-0.4522252946121775,16.475050746027044,P7270001
loc005n0096,-0.4814860601221125,16.475050746027044,P7270001
loc005n0098,-0.48945498979338786,16.475050746027044,P7270001
loc005n0100,-0.42712839779951983,16.475050746027044,P7270001
loc005n0102,-0.44490555142168087,16.475050746027044,P7270001
loc005n0104,-0.4736607226101559,16.475050746027044,P7270001
loc005n0108,-0.5086383061657274,16.475050746027044,P7270001
loc005n0109,-0.41116827440579273,16.475050746027044,P7270001
loc005n0111,-0.015022873584506673,16.475050746027044,P7270001
loc005n0113,0.19893186993220902,16.475050746027044,P7270001
loc005n0115,0.13576851456782227,16.475050746027044,P7270001
loc005n0117,0.2494429614425822,16.475050746027044,P7270001
loc005n0119,0.19672872262328683,16.475050746027044,P7270001
loc005n0121,0.05956341790126768,16.475050746027044,P7270001
loc005n0123,-0.03151705144606486,16.475050746027044,P7270001
loc005n0125,-0.1106982974936897,16.475050746027044,P7270001
loc005n0127,-0.2034256667895703,16.475050746027044,P7270001
loc005n0129,-0.08990945440593187,16.475050746027044,P7270001
loc005n0131,-0.16685288808721482,16.475050746027044,P7270001
loc005n0133,-0.22841251911874466,16.475050746027044,P7270001
loc005n0135,-0.2814983111327257,16.475050746027044,P7270001
loc005n0138,-0.348721986001856,16.475050746027044,P7270001
loc005n0139,-0.36754270781527576,16.475050746027044,P7270001
loc005n0141,-0.40340290437353976,16.475050746027044,P7270001
loc005n0143,-0.4377071355435253,16.475050746027044,P7270001
loc005n0145,-0.47237009912866135,16.475050746027044,P7270001
loc005n0147,-0.5114492834995558,16.475050746027044,P7270001
loc005n0149,-0.5528419686577808,16.475050746027044,P7270001
loc005n0151,-0.5622494371796121,16.475050746027044,P7270001
loc005n0153,-0.5917600346881504,16.475050746027044,P7270001
loc005n0155,-0.6126101736612706,16.475050746027044,P7270001
loc005n0157,-0.5421181032660077,16.475050746027044,P7270001
loc005n0159,-0.5783960731301689,16.475050746027044,P7270001
loc005n0161,-0.5391021572434522,16.475050746027044,P7270001
loc005n0163,-0.06752623532284678,16.475050746027044,P7270001
loc005n0165,0.1670217957902565,16.475050746027044,P7270001
loc005n0169,0.11958577496178378,16.475050746027044,P7270001
loc005n0170,0.11760269169008425,16.475050746027044,P7270001
loc005n0172,0.10619089726341527,16.475050746027044,P7270001
loc005n0174,0.13608609738409747,16.475050746027044,P7270001
loc005n0176,0.07261747654523654,16.475050746027044,P7270001
loc005n0178,0.004321373782642578,16.475050746027044,P7270001
loc005n0180,-0.06905096883247698,16.475050746027044,P7270001
loc005n0182,-0.07314329105030767,16.475050746027044,P7270001
loc005n0184,-0.10182351650232344,16.475050746027044,P7270001
loc005n0186,-0.12609840213553863,16.475050746027044,P7270001
loc005n0188,-0.14630178822382564,16.475050746027044,P7270001
loc005n0190,-0.16877030613293661,16.475050746027044,P7270001
loc005n0192,0.05269394192496786,16.475050746027044,P7270001
loc005n0194,0.3662361237182931,16.475050746027044,P7270001
loc005n0196,0.6475785542124551,16.475050746027044,P7270001
loc005n0200,0.5347873586294917,16.475050746027044,P7270001
loc005n0201,0.46642272243379196,16.475050746027044,P7270001
loc005n0203,0.33905373570913916,16.475050746027044,P7270001
loc005n0205,0.4065401804339551,16.475050746027044,P7270001
loc005n0207,0.49651451869774504,16.475050746027044,P7270001
loc005n0209,0.5903959471840129,16.475050746027044,P7270001
loc005n0211,0.4808689236871679,16.475050746027044,P7270001
loc005n0213,0.4328090050331682,16.475050746027044,P7270001
loc005n0215,0.3926969532596658,16.475050746027044,P7270001
loc005n0217,0.2875778090787054,16.475050746027044,P7270001
loc005n0219,0.21031851982623187,16.475050746027044,P7270001
loc005n0221,0.20790353038605164,16.475050746027044,P7270001
loc005n0223,0.17983892802318668,16.475050746027044,P7270001
loc005n0225,0.16524432612531084,16.475050746027044,P7270001
loc005n0227,0.4148062795010127,16.475050746027044,P7270001
loc005n0228,0.42488163663106704,16.475050746027044,P7270001
loc005n0229,0.38165648258578694,16.475050746027044,P7270001
loc005n0231,0.395675785269936,16.475050746027044,P7270001
loc005n0233,0.3113299523037932,16.475050746027044,P7270001
loc005n0235,0.19920647916165776,16.475050746027044,P7270001
loc005n0237,0.09096307659573168,16.475050746027044,P7270001
loc005n0239,0.017450729510536125,16.475050746027044,P7270001
loc005n0241,-0.04817696468408802,16.475050746027044,P7270001
loc005n0243,-0.10568393731556154,16.475050746027044,P7270001
loc005n0245,-0.16685288808721482,16.475050746027044,P7270001
loc005n0247,-0.22184874961635637,16.475050746027044,P7270001
loc005n0249,-0.06499684854634524,16.475050746027044,P7270001
loc005n0251,-0.20901152491118416,16.475050746027044,P7270001
loc005n0253,-0.041436116778032536,16.475050746027044,P7270001
loc005n0255,-0.08990945440593187,16.475050746027044,P7270001
loc005n0259,-0.1924649719311467,16.475050746027044,P7270001
loc005n0260,-0.21538270736712467,16.475050746027044,P7270001
loc005n0262,0.09586645347854265,16.475050746027044,P7270001
loc005n0264,0.033021444682910656,16.475050746027044,P7270001
loc005n0266,-0.046240308266771224,16.475050746027044,P7270001
loc005n0268,-0.10902040301031105,16.475050746027044,P7270001
loc005n0270,-0.17652577082969892,16.475050746027044,P7270001
loc005n0272,-0.23358715288760054,16.475050746027044,P7270001
loc005n0274,-0.28232949699773785,16.475050746027044,P7270001
loc005n0276,-0.3089185078770315,16.475050746027044,P7270001
loc005n0278,-0.33441900898204685,16.475050746027044,P7270001
loc005n0280,-0.3615107430453627,16.475050746027044,P7270001
loc005n0282,-0.37468754903832613,16.475050746027044,P7270001
loc005n0284,-0.3585258894959005,16.475050746027044,P7270001
loc005n0286,-0.3419886033428876,16.475050746027044,P7270001
loc005n0289,-0.21112488422458325,16.475050746027044,P7270001
loc005n0290,-0.204815410317576,16.475050746027044,P7270001
loc005n0292,-0.27002571430044436,16.475050746027044,P7270001
loc005n0294,-0.3205721033878811,16.475050746027044,P7270001
loc005n0296,-0.3585258894959005,16.475050746027044,P7270001
loc005n0298,-0.3777859770337047,16.475050746027044,P7270001
loc005n0300,-0.3851027839668654,16.475050746027044,P7270001
loc005n0302,-0.4225082001627747,16.475050746027044,P7270001
loc005n0304,-0.4659738939438649,16.475050746027044,P7270001
loc005n0306,-0.5058454059815573,16.475050746027044,P7270001
loc005n0308,-0.4672456210075022,16.475050746027044,P7270001
loc005n0310,-0.0520763801682736,16.475050746027044,P7270001
loc005n0312,-0.10347378251044467,16.475050746027044,P7270001
loc005n0314,-0.041436116778032536,16.475050746027044,P7270001
loc005n0316,-0.060480747381381476,16.475050746027044,P7270001
loc005n0320,-0.20273245916928356,16.475050746027044,P7270001
loc005n0321,-0.23732143627256386,16.475050746027044,P7270001
loc005n0323,-0.27164621797877153,16.475050746027044,P7270001
loc005n0325,-0.34008379993014975,16.475050746027044,P7270001
loc005n0327,-0.39040559077478,16.475050746027044,P7270001
loc005n0329,-0.42481215507233894,16.475050746027044,P7270001
loc005n0331,-0.48017200622428124,16.475050746027044,P7270001
loc005n0333,-0.549750891680639,16.475050746027044,P7270001
loc005n0335,-0.5968794788241821,16.475050746027044,P7270001
loc005n0337,-0.6420651529995463,16.475050746027044,P7270001
loc005n0339,-0.7011469235902933,16.475050746027044,P7270001
loc005n0341,-0.7235381958267558,16.475050746027044,P7270001
loc005n0343,-0.5654310959658013,16.475050746027044,P7270001
loc005n0345,-0.6363880201078557,16.475050746027044,P7270001
loc005n0347,-0.5287082889410615,16.475050746027044,P7270001
loc005n0350,-0.563837352959244,16.475050746027044,P7270001
loc005n0351,-0.6003262785189619,16.475050746027044,P7270001
loc005n0353,-0.6038006529042637,16.475050746027044,P7270001
loc005n0355,-0.5528419686577808,16.475050746027044,P7270001
loc005n0357,-0.619788758288394,16.475050746027044,P7270001
loc005n0359,-0.6536470255493614,16.475050746027044,P7270001
loc005n0361,-0.6968039425795112,16.475050746027044,P7270001
loc005n0363,-0.721246399047171,16.475050746027044,P7270001
loc005n0365,-0.8416375079047503,16.475050746027044,P7270001
loc005n0367,-0.8961962790440431,16.475050746027044,P7270001
loc005n0369,-0.38615817812393083,16.475050746027044,P7270001
loc005n0371,-0.4934949675951279,16.475050746027044,P7270001
loc005n0373,-0.583359492661719,16.475050746027044,P7270001
loc005n0375,-0.6307841425898572,16.475050746027044,P7270001
loc005n0377,-0.6840296545430823,16.475050746027044,P7270001
loc005n0381,-0.8507808873446201,16.475050746027044,P7270001
loc005n0382,-0.8326826652518239,16.475050746027044,P7270001
loc005n0384,-0.6736641390712486,16.475050746027044,P7270001
loc005n0386,-0.7375489102695706,16.475050746027044,P7270001
loc005n0388,-0.707743928643524,16.475050746027044,P7270001
loc005n0390,-0.7099653886374819,16.475050746027044,P7270001
loc005n0392,-0.7670038896078462,16.475050746027044,P7270001
loc005n0394,-0.5606673061697374,16.475050746027044,P7270001
loc005n0396,-0.6420651529995463,16.475050746027044,P7270001
loc005n0398,-0.6819366650372385,16.475050746027044,P7270001
loc005n0400,-0.7375489102695706,16.475050746027044,P7270001
loc005n0402,-0.8013429130455774,16.475050746027044,P7270001
loc005n0404,-0.8297382846050426,16.475050746027044,P7270001
loc005n0406,-0.8297382846050426,16.475050746027044,P7270001
loc005n0408,-0.8326826652518239,16.475050746027044,P7270001
loc005n0412,-0.8664610916297825,16.475050746027044,P7270001
loc005n0413,-0.9100948885606021,16.475050746027044,P7270001
loc005n0415,-0.978810700930062,16.475050746027044,P7270001
loc005n0417,-0.9665762445130504,16.475050746027044,P7270001
loc005n0419,-0.978810700930062,16.475050746027044,P7270001
loc005n0421,-0.9507819773298184,16.475050746027044,P7270001
loc005n0423,-1.0177287669604316,16.475050746027044,P7270001
loc005n0425,-1.0222763947111522,16.475050746027044,P7270001
loc005n0427,-1.0457574905606752,16.475050746027044,P7270001
loc005n0429,-0.9030899869919435,16.475050746027044,P7270001
loc005n0431,-0.906578314837765,16.475050746027044,P7270001
loc005n0433,-0.9355420107730815,16.475050746027044,P7270001
loc005n0435,-0.9469215565165803,16.475050746027044,P7270001
loc005n0437,-0.978810700930062,16.475050746027044,P7270001
loc005n0439,-1.0087739243075051,16.475050746027044,P7270001
loc005n0442,-0.9665762445130504,16.475050746027044,P7270001
loc005n0443,-0.9956786262173574,16.475050746027044,P7270001
loc005n0445,-1.0132282657337552,16.475050746027044,P7270001
loc005n0447,-0.9829666607012196,16.475050746027044,P7270001
loc005n0449,-0.8996294548824371,16.475050746027044,P7270001
loc005n0451,-0.6635402661514705,16.475050746027044,P7270001
loc005n0453,-0.7328282715969863,16.475050746027044,P7270001
loc005n0455,-0.7569619513137056,16.475050746027044,P7270001
loc005n0457,-0.7825160557860937,16.475050746027044,P7270001
loc005n0459,-0.8041003475907662,16.475050746027044,P7270001
loc005n0461,-0.8297382846050426,16.475050746027044,P7270001
loc005n0463,-0.8538719643217619,16.475050746027044,P7270001
loc005n0465,-0.8664610916297825,16.475050746027044,P7270001
loc005n0467,-0.8860566476931633,16.475050746027044,P7270001
loc005n0469,-0.9100948885606021,16.475050746027044,P7270001
loc005n0473,-0.9281179926938746,16.475050746027044,P7270001
loc005n0474,-0.9318141382538383,16.475050746027044,P7270001
loc005n0476,-0.835647144215563,16.475050746027044,P7270001
loc005n0478,-0.8761483590329142,16.475050746027044,P7270001
loc005n0480,-0.8860566476931633,16.475050746027044,P7270001
loc005n0482,-0.8239087409443188,16.475050746027044,P7270001
loc005n0484,-0.8297382846050426,16.475050746027044,P7270001
loc005n0486,-0.8041003475907662,16.475050746027044,P7270001
loc005n0488,0.025715383901340642,16.475050746027044,P7270001
loc005n0490,0.12613140726198435,16.475050746027044,P7270001
loc005n0492,0.023252459633711444,16.475050746027044,P7270001
loc005n0494,-0.0788339493622613,16.475050746027044,P7270001
loc005n0496,-0.1817741063860445,16.475050746027044,P7270001
loc005n0498,0.08955188288645412,16.475050746027044,P7270001
loc005n0500,0.022015739817720276,16.475050746027044,P7270001
loc005n0503,-0.112945621949043,16.475050746027044,P7270001
loc005n0504,-0.15428198203334137,16.475050746027044,P7270001
loc005n0506,-0.24412514432750865,16.475050746027044,P7270001
loc005n0508,-0.3214816209598861,16.475050746027044,P7270001
loc005n0510,-0.35556141053216145,16.475050746027044,P7270001
loc005n0512,-0.4023048140744877,16.475050746027044,P7270001
loc005n0514,-0.40011692792631215,16.475050746027044,P7270001
loc005n0516,-0.45345733652186904,16.475050746027044,P7270001
loc005n0518,-0.4698003017969178,16.475050746027044,P7270001
loc005n0520,-0.3726341434072674,16.475050746027044,P7270001
loc005n0522,-0.3010299956639812,16.475050746027044,P7270001
loc005n0524,-0.28903688100472424,16.475050746027044,P7270001
loc005n0526,-0.30451832350980257,16.475050746027044,P7270001
loc005n0528,-0.34390179798716813,16.475050746027044,P7270001
loc005n0530,-0.2596373105057561,16.475050746027044,P7270001
loc005n0534,-0.31515463835558755,16.475050746027044,P7270001
loc005n0535,-0.341035157335565,16.475050746027044,P7270001
loc005n0537,-0.31515463835558755,16.475050746027044,P7270001
loc005n0539,-0.3477536589966768,16.475050746027044,P7270001
loc005n0541,-0.3819519032879073,16.475050746027044,P7270001
loc005n0543,-0.3448615651886179,16.475050746027044,P7270001
loc005n0545,-0.21183162885883233,16.475050746027044,P7270001
loc005n0547,-0.21896306137886817,16.475050746027044,P7270001
loc005n0549,-0.021363051615525677,16.475050746027044,P7270001
loc005n0551,-0.007004901568658488,16.475050746027044,P7270001
loc005n0553,-0.04817696468408802,16.475050746027044,P7270001
loc005n0555,-0.10846254232743553,16.475050746027044,P7270001
loc005n0557,-0.17263072694617473,16.475050746027044,P7270001
loc005n0559,-0.22184874961635637,16.475050746027044,P7270001
loc005n0561,-0.24565166428898116,16.475050746027044,P7270001
loc005n0565,0.3222192947339193,16.475050746027044,P7270001
loc005n0566,0.24353410183206192,16.475050746027044,P7270001
loc005n0568,0.11025291735340301,16.475050746027044,P7270001
loc005n0570,0.019946681678842306,16.475050746027044,P7270001
loc005n0572,-0.06348625752110672,16.475050746027044,P7270001
loc005n0574,-0.12205304837081175,16.475050746027044,P7270001
loc005n0576,-0.19314197048118256,16.475050746027044,P7270001
loc005n0578,-0.16941133131485567,16.475050746027044,P7270001
loc005n0580,-0.21824462534753114,16.475050746027044,P7270001
loc005n0582,-0.2865094569060575,16.475050746027044,P7270001
loc005n0584,-0.31605286924848786,16.475050746027044,P7270001
loc005n0586,-0.18442225167573273,16.475050746027044,P7270001
loc005n0588,-0.07675598136972352,16.475050746027044,P7270001
loc005n0590,0.050379756261457784,16.475050746027044,P7270001
loc005n0592,0.1119342763326816,16.475050746027044,P7270001
loc005n0593,0.2533380053261064,16.475050746027044,P7270001
loc005n0594,0.38147609027503,16.475050746027044,P7270001
loc005n0596,0.3149200559924198,16.475050746027044,P7270001
loc005n0598,0.17201880942455647,16.475050746027044,P7270001
loc005n0600,0.07077646284343471,16.475050746027044,P7270001
loc005n0602,-0.0061230850587887945,16.475050746027044,P7270001
loc005n0604,-0.07262963696097648,16.475050746027044,P7270001
loc005n0606,-0.13312218566250117,16.475050746027044,P7270001
loc005n0608,-0.1897674820049159,16.475050746027044,P7270001
loc005n0610,-0.25181197299379954,16.475050746027044,P7270001
loc005n0612,-0.2924298239020636,16.475050746027044,P7270001
loc005n0614,-0.3115801779972894,16.475050746027044,P7270001
loc005n0616,-0.34969247686806354,16.475050746027044,P7270001
loc005n0618,-0.37161106994968846,16.475050746027044,P7270001
loc005n0620,-0.393618634889395,16.475050746027044,P7270001
loc005n0624,-0.38615817812393083,16.475050746027044,P7270001
loc005n0625,-0.4023048140744877,16.475050746027044,P7270001
loc005n0627,-0.4089353929735008,16.475050746027044,P7270001
loc005n0629,-0.44611697335612566,16.475050746027044,P7270001
loc005n0631,-0.47625353318843555,16.475050746027044,P7270001
loc005n0633,-0.4841261562883209,16.475050746027044,P7270001
loc005n0635,-0.5030703519267851,16.475050746027044,P7270001
loc005n0637,-0.5316526695878427,16.475050746027044,P7270001
loc005n0639,-0.5654310959658013,16.475050746027044,P7270001
loc005n0641,-0.5985994592184559,16.475050746027044,P7270001
loc005n0643,-0.6108339156354675,16.475050746027044,P7270001
loc005n0645,-0.6382721639824072,16.475050746027044,P7270001
loc005n0647,-0.6478174818886375,16.475050746027044,P7270001
loc005n0649,-0.6382721639824072,16.475050746027044,P7270001
loc005n0651,-0.6556077263148893,16.475050746027044,P7270001
loc005n0654,-0.549750891680639,16.475050746027044,P7270001
loc005n0655,-0.45717457304082015,16.475050746027044,P7270001
loc005n0657,-0.2132485778544388,16.475050746027044,P7270001
loc005n0659,-0.3124710387853657,16.475050746027044,P7270001
loc005n0661,-0.36957212497497616,16.475050746027044,P7270001
loc005n0663,-0.42365864979420714,16.475050746027044,P7270001
loc005n0665,-0.4788619162959637,16.475050746027044,P7270001
loc005n0667,-0.5044556624535516,16.475050746027044,P7270001
loc005n0669,-0.5214335044061567,16.475050746027044,P7270001
loc005n0671,-0.5606673061697374,16.475050746027044,P7270001
loc005n0673,-0.583359492661719,16.475050746027044,P7270001
loc005n0675,-0.623423042943488,16.475050746027044,P7270001
loc005n0677,-0.6497519816658371,16.475050746027044,P7270001
loc005n0679,-0.6903698325741012,16.475050746027044,P7270001
loc005n0681,-0.7721132953863264,16.475050746027044,P7270001
loc005n0685,-0.7931741239681502,16.475050746027044,P7270001
loc005n0686,-0.8181564120552275,16.475050746027044,P7270001
loc005n0688,-0.8961962790440431,16.475050746027044,P7270001
loc005n0690,-0.978810700930062,16.475050746027044,P7270001
loc005n0692,-1.0555173278498313,16.475050746027044,P7270001
loc005n0694,-1.0132282657337552,16.475050746027044,P7270001
loc005n0696,-0.7399286120149252,16.475050746027044,P7270001
loc005n0698,-0.5767541260631921,16.475050746027044,P7270001
loc005n0700,-0.5030703519267851,16.475050746027044,P7270001
loc005n0702,-0.5934598195660449,16.475050746027044,P7270001
loc005n0704,-0.6615435063953952,16.475050746027044,P7270001
loc005n0706,-0.7594507517174003,16.475050746027044,P7270001
loc005n0708,-0.8794260687941501,16.475050746027044,P7270001
loc005n0710,-0.9706162223147904,16.475050746027044,P7270001
loc005n0712,-1.0457574905606752,16.475050746027044,P7270001
loc005n0715,-1.1426675035687315,16.475050746027044,P7270001
loc005n0716,-1.1426675035687315,16.475050746027044,P7270001
loc005n0718,-1.2291479883578558,16.475050746027044,P7270001
loc005n0720,-1.337242168318426,16.475050746027044,P7270001
loc005n0722,-1.5228787452803376,16.475050746027044,P7270001
loc005n0724,-1.6382721639824072,16.475050746027044,P7270001
loc005n0726,-1.537602002101044,16.475050746027044,P7270001
loc005n0728,-2.0457574905606752,16.475050746027044,P7270001
loc005n0730,-2.0969100130080562,16.475050746027044,P7270001
loc005n0732,-2.0457574905606752,16.475050746027044,P7270001
loc005n0734,-2.0969100130080562,16.475050746027044,P7270001
loc005n0736,-2.2218487496163566,16.475050746027044,P7270001
loc005n0738,-2.5228787452803374,16.475050746027044,P7270001
loc005n0740,-2.2218487496163566,16.475050746027044,P7270001
loc005n0742,-2.3010299956639813,16.475050746027044,P7270001
loc005n0746,-2.6989700043360187,16.475050746027044,P7270001
loc005n0747,-2.5228787452803374,16.475050746027044,P7270001
loc005n0749,-2.0969100130080562,16.475050746027044,P7270001
loc005n0751,-2.2218487496163566,16.475050746027044,P7270001
loc005n0753,-2.2218487496163566,16.475050746027044,P7270001
loc005n0755,-1.4202164033831899,16.475050746027044,P7270001
loc005n0757,-1.4685210829577449,16.475050746027044,P7270001
loc005n0759,-1.1804560644581312,16.475050746027044,P7270001
loc005n0761,-1.214670164989233,16.475050746027044,P7270001
loc005n0763,-1.2365720064370627,16.475050746027044,P7270001
loc005n0765,-1.3565473235138126,16.475050746027044,P7270001
loc005n0767,-1.4814860601221125,16.475050746027044,P7270001
loc005n0769,-1.3979400086720375,16.475050746027044,P7270001
loc005n0771,-1.408935392973501,16.475050746027044,P7270001
loc005n0773,-1.4436974992327127,16.475050746027044,P7270001
loc005n0777,-1.537602002101044,16.475050746027044,P7270001
loc005n0778,-1.494850021680094,16.475050746027044,P7270001
loc005n0780,-1.3467874862246563,16.475050746027044,P7270001
loc005n0782,-1.5228787452803376,16.475050746027044,P7270001
loc005n0784,-1.6777807052660807,16.475050746027044,P7270001
loc005n0786,-1.6575773191777938,16.475050746027044,P7270001
loc005n0788,-1.408935392973501,16.475050746027044,P7270001
loc005n0790,-1.4436974992327127,16.475050746027044,P7270001
loc005n0792,-1.408935392973501,16.475050746027044,P7270001
loc005n0794,-1.4559319556497243,16.475050746027044,P7270001
loc005n0796,-1.408935392973501,16.475050746027044,P7270001
loc005n0798,-1.4436974992327127,16.475050746027044,P7270001
loc005n0800,-1.408935392973501,16.475050746027044,P7270001
loc005n0802,-1.431798275933005,16.475050746027044,P7270001
loc005n0804,-1.494850021680094,16.475050746027044,P7270001
loc005n0807,-1.5686362358410126,16.475050746027044,P7270001
loc005n0808,-1.4814860601221125,16.475050746027044,P7270001
loc005n0810,-1.3872161432802645,16.475050746027044,P7270001
loc005n0812,-1.4202164033831899,16.475050746027044,P7270001
loc005n0814,-1.3467874862246563,16.475050746027044,P7270001
loc005n0816,-1.4202164033831899,16.475050746027044,P7270001
loc005n0818,-1.3979400086720375,16.475050746027044,P7270001
loc005n0820,-1.4436974992327127,16.475050746027044,P7270001
loc005n0822,-1.3187587626244128,16.475050746027044,P7270001
loc005n0824,-1.3279021420642825,16.475050746027044,P7270001
loc005n0826,-1.3767507096020994,16.475050746027044,P7270001
loc005n0828,-1.3467874862246563,16.475050746027044,P7270001
loc005n0830,-1.3467874862246563,16.475050746027044,P7270001
loc005n0832,-1.3565473235138126,16.475050746027044,P7270001
loc005n0834,-1.2839966563652008,16.475050746027044,P7270001
loc005n0838,-1.3098039199714864,16.475050746027044,P7270001
loc005n0839,-1.3010299956639813,16.475050746027044,P7270001
loc005n0841,-1.2441251443275085,16.475050746027044,P7270001
loc005n0843,-1.2839966563652008,16.475050746027044,P7270001
loc005n0845,-1.2924298239020637,16.475050746027044,P7270001
loc005n0847,-1.2924298239020637,16.475050746027044,P7270001
loc005n0849,-1.3010299956639813,16.475050746027044,P7270001
loc005n0851,-1.3098039199714864,16.475050746027044,P7270001
loc005n0853,-1.3098039199714864,16.475050746027044,P7270001
loc005n0855,-1.275724130399211,16.475050746027044,P7270001
loc005n0857,-1.1870866433571443,16.475050746027044,P7270001
loc005n0859,-1.0757207139381184,16.475050746027044,P7270001
loc005n0861,-1.1249387366083,16.475050746027044,P7270001
loc005n0863,-1.0604807473813815,16.475050746027044,P7270001
loc005n0865,-1.0604807473813815,16.475050746027044,P7270001
loc005n0868,-1.1191864077192086,16.475050746027044,P7270001
loc005n0869,-1.00436480540245,16.475050746027044,P7270001
loc005n0871,-1.1611509092627446,16.475050746027044,P7270001
loc005n0873,-1.193820026016113,16.475050746027044,P7270001
loc005n0875,-1.2218487496163564,16.475050746027044,P7270001
loc005n0877,-1.2365720064370627,16.475050746027044,P7270001
loc005n0879,-1.2218487496163564,16.475050746027044,P7270001
loc005n0881,-1.2291479883578558,16.475050746027044,P7270001
loc005n0883,-1.2365720064370627,16.475050746027044,P7270001
loc005n0885,-1.2518119729937995,16.475050746027044,P7270001
loc005n0887,-1.2596373105057561,16.475050746027044,P7270001
loc005n0889,-1.2924298239020637,16.475050746027044,P7270001
loc005n0891,-1.2839966563652008,16.475050746027044,P7270001
loc005n0893,-1.2839966563652008,16.475050746027044,P7270001
loc005n0895,-1.3187587626244128,16.475050746027044,P7270001
loc005n0899,-1.3010299956639813,16.475050746027044,P7270001
loc005n0900,-1.2924298239020637,16.475050746027044,P7270001
loc005n0902,-0.8124792791635369,16.475050746027044,P7270001
loc005n0904,-0.6126101736612706,16.475050746027044,P7270001
loc005n0906,0.17026171539495738,16.475050746027044,P7270001
loc005n0908,0.25767857486918455,16.475050746027044,P7270001
loc005n0910,0.5510838651857803,16.475050746027044,P7270001
loc005n0912,0.408748606184244,16.475050746027044,P7270001
loc005n0914,0.2127201544178423,16.475050746027044,P7270001
loc005n0916,0.0780941504064107,16.475050746027044,P7270001
loc005n0918,-0.029188389127482204,16.475050746027044,P7270001
loc005n0920,-0.10846254232743553,16.475050746027044,P7270001
loc005n0922,-0.10790539730951958,16.475050746027044,P7270001
loc005n0924,-0.16749108729376366,16.475050746027044,P7270001
loc005n0926,-0.23062267392386154,16.475050746027044,P7270001
loc005n0930,0.10754912974468628,16.475050746027044,P7270001
loc005n0931,0.11293997608408006,16.475050746027044,P7270001
loc005n0933,0.07918124604762482,16.475050746027044,P7270001
loc005n0935,0.01870049866624337,16.475050746027044,P7270001
loc005n0937,0.1112625136590653,16.475050746027044,P7270001
loc005n0939,0.9039035266901637,16.475050746027044,P7270001
loc005n0941,0.6670792054642166,16.475050746027044,P7270001
loc005n0943,0.9750179976328828,16.475050746027044,P7270001
loc005n0945,0.594613509160098,16.475050746027044,P7270001
loc005n0947,0.34947179921438576,16.475050746027044,P7270001
loc005n0949,0.15320490008428433,16.475050746027044,P7270001
loc005n0951,0.04296907339318013,16.475050746027044,P7270001
loc005n0953,-0.016824927962187056,16.475050746027044,P7270001
loc005n0955,-0.08565684288055925,16.475050746027044,P7270001
loc005n0957,-0.16685288808721482,16.475050746027044,P7270001
loc005n0959,-0.24184537803261008,16.475050746027044,P7270001
loc005n0960,-0.15428198203334137,16.475050746027044,P7270001
loc005n0962,0.06818586174616162,16.475050746027044,P7270001
loc005n0964,0.1961761850399733,16.475050746027044,P7270001
loc005n0966,0.09898963940117733,16.475050746027044,P7270001
loc005n0968,0.11594317693905513,16.475050746027044,P7270001
loc005n0970,0.04453976039241098,16.475050746027044,P7270001
loc005n0972,-0.014124642691606348,16.475050746027044,P7270001
loc005n0974,-0.07417242537525769,16.475050746027044,P7270001
loc005n0976,-0.1390633792999063,16.475050746027044,P7270001
loc005n0978,-0.18842499412940666,16.475050746027044,P7270001
loc005n0980,-0.24795155218056153,16.475050746027044,P7270001
loc005n0982,-0.3010299956639812,16.475050746027044,P7270001
loc005n0984,-0.324221658325915,16.475050746027044,P7270001
loc005n0986,-0.3595185630295782,16.475050746027044,P7270001
