obsnme,obsval,weight,obgnme
loc013n0759,-1.5400000000000205,0.5,07346X0017mf
loc013n0760,-1.7900000000000205,0.5,07346X0017mf
loc013n0761,-2.240000000000009,0.5,07346X0017mf
loc013n0762,-2.460000000000008,0.5,07346X0017mf
loc013n0763,-2.490000000000009,0.5,07346X0017mf
loc013n0764,-2.490000000000009,0.5,07346X0017mf
loc013n0765,-2.5,0.5,07346X0017mf
loc013n0766,-2.5100000000000193,0.5,07346X0017mf
loc013n0767,-2.3400000000000034,0.5,07346X0017mf
loc013n0768,-2.319999999999993,0.5,07346X0017mf
loc013n0769,-2.230000000000018,0.5,07346X0017mf
loc013n0770,0.47999999999998977,0.5,07346X0017mf
loc013n0771,0.7099999999999795,0.5,07346X0017mf
loc013n0772,1.1200000000000045,0.5,07346X0017mf
loc013n0773,1.1800000000000068,0.5,07346X0017mf
loc013n0774,1.1099999999999852,0.5,07346X0017mf
loc013n0775,0.7599999999999909,0.5,07346X0017mf
loc013n0776,0.4899999999999807,0.5,07346X0017mf
loc013n0777,0.22999999999998977,0.5,07346X0017mf
loc013n0778,0.0,0.5,07346X0017mf
loc013n0779,-0.21000000000000796,0.5,07346X0017mf
loc013n0780,-0.37000000000000455,0.5,07346X0017mf
loc013n0781,-0.5800000000000125,0.5,07346X0017mf
loc013n0782,-0.7600000000000193,0.5,07346X0017mf
loc013n0783,-1.1599999999999966,0.5,07346X0017mf
loc013n0784,-1.1299999999999955,0.5,07346X0017mf
loc013n0785,-1.170000000000016,0.5,07346X0017mf
loc013n0786,-1.210000000000008,0.5,07346X0017mf
loc013n0787,-1.3400000000000034,0.5,07346X0017mf
loc013n0788,-1.420000000000016,0.5,07346X0017mf
loc013n0789,-1.5900000000000034,0.5,07346X0017mf
loc013n0790,-1.5200000000000102,0.5,07346X0017mf
loc013n0791,-1.670000000000016,0.5,07346X0017mf
loc013n0792,-1.8100000000000023,0.5,07346X0017mf
loc013n0793,-1.9000000000000057,0.5,07346X0017mf
loc013n0794,-2.0999999999999943,0.5,07346X0017mf
loc013n0795,-2.390000000000015,0.5,07346X0017mf
loc013n0796,-2.460000000000008,0.5,07346X0017mf
loc013n0797,-2.480000000000018,0.5,07346X0017mf
loc013n0798,-2.450000000000017,0.5,07346X0017mf
loc013n0799,-2.480000000000018,0.5,07346X0017mf
loc013n0800,-2.530000000000001,0.5,07346X0017mf
loc013n0801,-2.460000000000008,0.5,07346X0017mf
loc013n0802,-2.490000000000009,0.5,07346X0017mf
loc013n0803,-2.5800000000000125,0.5,07346X0017mf
loc013n0804,-2.469999999999999,0.5,07346X0017mf
loc013n0805,-2.430000000000007,0.5,07346X0017mf
loc013n0806,-2.5100000000000193,0.5,07346X0017mf
loc013n0807,-2.450000000000017,0.5,07346X0017mf
loc013n0808,-1.950000000000017,0.5,07346X0017mf
loc013n0809,-2.0,0.5,07346X0017mf
loc013n0810,-2.210000000000008,0.5,07346X0017mf
loc013n0811,-2.3000000000000114,0.5,07346X0017mf
loc013n0812,-2.460000000000008,0.5,07346X0017mf
loc013n0813,-2.490000000000009,0.5,07346X0017mf
loc013n0814,-2.490000000000009,0.5,07346X0017mf
loc013n0815,-2.480000000000018,0.5,07346X0017mf
loc013n0816,-2.390000000000015,0.5,07346X0017mf
loc013n0817,-2.4099999999999966,0.5,07346X0017mf
loc013n0818,-2.420000000000016,0.5,07346X0017mf
loc013n0819,-2.420000000000016,0.5,07346X0017mf
loc013n0820,-2.490000000000009,0.5,07346X0017mf
loc013n0821,-2.4099999999999966,0.5,07346X0017mf
loc013n0822,-2.469999999999999,0.5,07346X0017mf
loc013n0823,-2.5200000000000102,0.5,07346X0017mf
loc013n0824,-2.569999999999993,0.5,07346X0017mf
loc013n0825,-2.5400000000000205,0.5,07346X0017mf
loc013n0826,-2.5999999999999943,0.5,07346X0017mf
loc013n0827,-2.569999999999993,0.5,07346X0017mf
loc013n0828,-1.6400000000000148,0.5,07346X0017mf
loc013n0829,-1.6500000000000057,0.5,07346X0017mf
loc013n0830,-1.920000000000016,0.5,07346X0017mf
loc013n0831,-2.1500000000000057,0.5,07346X0017mf
loc013n0832,-2.3700000000000045,0.5,07346X0017mf
loc013n0833,-2.4000000000000057,0.5,07346X0017mf
loc013n0834,-2.3799999999999955,0.5,07346X0017mf
loc013n0835,-2.3799999999999955,0.5,07346X0017mf
loc013n0836,-2.3799999999999955,0.5,07346X0017mf
loc013n0837,-2.480000000000018,0.5,07346X0017mf
loc013n0838,-2.480000000000018,0.5,07346X0017mf
loc013n0839,-2.569999999999993,0.5,07346X0017mf
loc013n0840,-2.5999999999999943,0.5,07346X0017mf
loc013n0841,-2.6299999999999955,0.5,07346X0017mf
loc013n0842,-2.6599999999999966,0.5,07346X0017mf
loc013n0843,-2.710000000000008,0.5,07346X0017mf
loc013n0844,-2.730000000000018,0.5,07346X0017mf
loc013n0845,-2.710000000000008,0.5,07346X0017mf
loc013n0846,-2.75,0.5,07346X0017mf
loc013n0847,-2.7600000000000193,0.5,07346X0017mf
loc013n0848,-2.7900000000000205,0.5,07346X0017mf
loc013n0849,-2.819999999999993,0.5,07346X0017mf
loc013n0850,-2.8300000000000125,0.5,07346X0017mf
loc013n0851,-2.8700000000000045,0.5,07346X0017mf
loc013n0852,-2.8700000000000045,0.5,07346X0017mf
loc013n0853,-2.890000000000015,0.5,07346X0017mf
loc013n0854,-2.9000000000000057,0.5,07346X0017mf
loc013n0855,-2.9000000000000057,0.5,07346X0017mf
loc013n0856,-2.920000000000016,0.5,07346X0017mf
loc013n0857,-2.930000000000007,0.5,07346X0017mf
loc013n0858,-2.969999999999999,0.5,07346X0017mf
loc013n0859,-2.969999999999999,0.5,07346X0017mf
loc013n0860,-2.969999999999999,0.5,07346X0017mf
loc013n0861,-3.0,0.5,07346X0017mf
loc013n0862,-2.980000000000018,0.5,07346X0017mf
loc013n0863,-2.960000000000008,0.5,07346X0017mf
loc013n0864,-2.969999999999999,0.5,07346X0017mf
loc013n0865,-2.9099999999999966,0.5,07346X0017mf
loc013n0866,-2.920000000000016,0.5,07346X0017mf
loc013n0867,-2.680000000000007,0.5,07346X0017mf
loc013n0868,-2.9399999999999977,0.5,07346X0017mf
loc013n0869,-3.0,0.5,07346X0017mf
loc013n0870,-3.0200000000000102,0.5,07346X0017mf
loc013n0871,-3.0500000000000114,0.5,07346X0017mf
loc013n0872,-3.069999999999993,0.5,07346X0017mf
loc013n0873,-3.0800000000000125,0.5,07346X0017mf
loc013n0874,-3.0900000000000034,0.5,07346X0017mf
loc013n0875,-3.1100000000000136,0.5,07346X0017mf
loc013n0876,-3.1200000000000045,0.5,07346X0017mf
loc013n0877,-3.1200000000000045,0.5,07346X0017mf
loc013n0878,-3.1299999999999955,0.5,07346X0017mf
loc013n0879,-3.140000000000015,0.5,07346X0017mf
loc013n0880,-3.1599999999999966,0.5,07346X0017mf
loc013n0881,-3.170000000000016,0.5,07346X0017mf
loc013n0882,-3.170000000000016,0.5,07346X0017mf
loc013n0883,-2.920000000000016,0.5,07346X0017mf
loc013n0884,-3.1200000000000045,0.5,07346X0017mf
loc013n0885,-3.1200000000000045,0.5,07346X0017mf
loc013n0886,-3.140000000000015,0.5,07346X0017mf
loc013n0887,-3.1599999999999966,0.5,07346X0017mf
loc013n0888,-3.180000000000007,0.5,07346X0017mf
loc013n0889,-3.180000000000007,0.5,07346X0017mf
loc013n0890,-3.200000000000017,0.5,07346X0017mf
loc013n0891,-3.230000000000018,0.5,07346X0017mf
loc013n0892,-3.219999999999999,0.5,07346X0017mf
loc013n0893,-3.2600000000000193,0.5,07346X0017mf
loc013n0894,-3.2600000000000193,0.5,07346X0017mf
loc013n0895,-3.2900000000000205,0.5,07346X0017mf
loc013n0896,-3.3000000000000114,0.5,07346X0017mf
loc013n0897,-3.3100000000000023,0.5,07346X0017mf
loc013n0898,-3.3300000000000125,0.5,07346X0017mf
loc013n0899,-3.3300000000000125,0.5,07346X0017mf
loc013n0900,-3.3499999999999943,0.5,07346X0017mf
loc013n0901,-2.990000000000009,0.5,07346X0017mf
loc013n0902,-3.230000000000018,0.5,07346X0017mf
loc013n0903,-3.240000000000009,0.5,07346X0017mf
loc013n0904,-3.3000000000000114,0.5,07346X0017mf
loc013n0905,-3.3499999999999943,0.5,07346X0017mf
loc013n0906,-3.3400000000000034,0.5,07346X0017mf
loc013n0907,-3.25,0.5,07346X0017mf
loc013n0908,-1.3000000000000114,0.5,07346X0017mf
loc013n0909,0.12999999999999545,0.5,07346X0017mf
loc013n0910,0.5300000000000011,0.5,07346X0017mf
loc013n0911,1.8700000000000045,0.5,07346X0017mf
loc013n0912,1.579999999999984,0.5,07346X0017mf
loc013n0913,1.1099999999999852,0.5,07346X0017mf
loc013n0914,0.5999999999999943,0.5,07346X0017mf
loc013n0915,0.1699999999999875,0.5,07346X0017mf
loc013n0916,-0.09999999999999432,0.5,07346X0017mf
loc013n0917,0.23999999999998067,0.5,07346X0017mf
loc013n0918,3.039999999999992,0.5,07346X0017mf
loc013n0919,4.0,0.5,07346X0017mf
loc013n0920,5.519999999999982,0.5,07346X0017mf
loc013n0921,6.799999999999983,0.5,07346X0017mf
loc013n0922,6.719999999999999,0.5,07346X0017mf
loc013n0923,6.1299999999999955,0.5,07346X0017mf
loc013n0924,5.549999999999983,0.5,07346X0017mf
loc013n0925,5.069999999999993,0.5,07346X0017mf
loc013n0926,4.719999999999999,0.5,07346X0017mf
loc013n0927,4.9199999999999875,0.5,07346X0017mf
loc013n0928,6.139999999999986,0.5,07346X0017mf
loc013n0929,8.219999999999999,0.5,07346X0017mf
loc013n0930,8.060000000000002,0.5,07346X0017mf
loc013n0931,8.159999999999997,0.5,07346X0017mf
loc013n0932,7.930000000000007,0.5,07346X0017mf
loc013n0933,7.109999999999985,0.5,07346X0017mf
loc013n0934,6.9599999999999795,0.5,07346X0017mf
loc013n0935,6.6699999999999875,0.5,07346X0017mf
loc013n0936,6.47999999999999,0.5,07346X0017mf
loc013n0937,6.199999999999989,0.5,07346X0017mf
loc013n0938,5.900000000000006,0.5,07346X0017mf
loc013n0939,5.739999999999981,0.5,07346X0017mf
loc013n0940,5.539999999999992,0.5,07346X0017mf
loc013n0941,7.039999999999992,0.5,07346X0017mf
loc013n0942,7.409999999999997,0.5,07346X0017mf
loc013n0943,7.329999999999984,0.5,07346X0017mf
loc013n0944,7.1200000000000045,0.5,07346X0017mf
loc013n0945,6.900000000000006,0.5,07346X0017mf
loc013n0946,6.609999999999985,0.5,07346X0017mf
loc013n0947,6.3700000000000045,0.5,07346X0017mf
loc013n0948,6.310000000000002,0.5,07346X0017mf
loc013n0949,6.22999999999999,0.5,07346X0017mf
loc013n0950,5.989999999999981,0.5,07346X0017mf
loc013n0951,6.019999999999982,0.5,07346X0017mf
loc013n0952,6.009999999999991,0.5,07346X0017mf
loc013n0953,6.009999999999991,0.5,07346X0017mf
loc013n0954,5.9199999999999875,0.5,07346X0017mf
loc013n0955,5.699999999999989,0.5,07346X0017mf
loc013n0956,5.639999999999986,0.5,07346X0017mf
loc013n0957,5.719999999999999,0.5,07346X0017mf
loc013n0958,5.6699999999999875,0.5,07346X0017mf
loc013n0959,5.489999999999981,0.5,07346X0017mf
loc013n0960,5.489999999999981,0.5,07346X0017mf
loc013n0961,5.289999999999992,0.5,07346X0017mf
loc013n0962,5.579999999999984,0.5,07346X0017mf
loc013n0963,5.97999999999999,0.5,07346X0017mf
loc013n0964,6.019999999999982,0.5,07346X0017mf
loc013n0965,6.4599999999999795,0.5,07346X0017mf
loc013n0966,6.539999999999992,0.5,07346X0017mf
loc013n0967,6.469999999999999,0.5,07346X0017mf
loc013n0968,6.310000000000002,0.5,07346X0017mf
loc013n0969,6.159999999999997,0.5,07346X0017mf
loc013n0970,6.1299999999999955,0.5,07346X0017mf
loc013n0971,6.150000000000006,0.5,07346X0017mf
loc013n0972,6.009999999999991,0.5,07346X0017mf
loc013n0973,5.8799999999999955,0.5,07346X0017mf
loc013n0974,5.759999999999991,0.5,07346X0017mf
loc013n0975,5.590000000000003,0.5,07346X0017mf
loc013n0976,5.4199999999999875,0.5,07346X0017mf
loc013n0977,5.299999999999983,0.5,07346X0017mf
loc013n0978,5.109999999999985,0.5,07346X0017mf
loc013n0979,5.060000000000002,0.5,07346X0017mf
loc013n0980,4.9199999999999875,0.5,07346X0017mf
loc013n0981,4.799999999999983,0.5,07346X0017mf
loc013n0982,4.699999999999989,0.5,07346X0017mf
loc013n0983,4.569999999999993,0.5,07346X0017mf
loc013n0984,4.449999999999989,0.5,07346X0017mf
loc013n0985,4.319999999999993,0.5,07346X0017mf
loc013n0986,4.199999999999989,0.5,07346X0017mf
loc013n0987,4.090000000000003,0.5,07346X0017mf
loc013n0988,3.9899999999999807,0.5,07346X0017mf
loc013n0989,3.9000000000000057,0.5,07346X0017mf
loc013n0990,3.780000000000001,0.5,07346X0017mf
loc013n0991,3.6899999999999977,0.5,07346X0017mf
loc013n0992,3.539999999999992,0.5,07346X0017mf
loc013n0993,3.579999999999984,0.5,07346X0017mf
loc013n0994,3.5600000000000023,0.5,07346X0017mf
loc013n0995,3.5,0.5,07346X0017mf
loc013n0996,3.4199999999999875,0.5,07346X0017mf
loc013n0997,3.319999999999993,0.5,07346X0017mf
loc013n0998,3.530000000000001,0.5,07346X0017mf
loc013n0999,3.6200000000000045,0.5,07346X0017mf
loc013n1000,3.530000000000001,0.5,07346X0017mf
loc013n1001,3.4399999999999977,0.5,07346X0017mf
loc013n1002,3.319999999999993,0.5,07346X0017mf
loc013n1003,3.2399999999999807,0.5,07346X0017mf
loc013n1004,3.1299999999999955,0.5,07346X0017mf
loc013n1005,3.049999999999983,0.5,07346X0017mf
loc013n1006,2.9399999999999977,0.5,07346X0017mf
loc013n1007,2.8499999999999943,0.5,07346X0017mf
loc013n1008,2.719999999999999,0.5,07346X0017mf
loc013n1009,2.6699999999999875,0.5,07346X0017mf
loc013n1010,2.539999999999992,0.5,07346X0017mf
loc013n1011,2.4199999999999875,0.5,07346X0017mf
loc013n1012,2.3100000000000023,0.5,07346X0017mf
loc013n1013,2.1999999999999886,0.5,07346X0017mf
loc013n1014,2.0999999999999943,0.5,07346X0017mf
loc013n1015,1.9799999999999898,0.5,07346X0017mf
loc013n1016,1.8700000000000045,0.5,07346X0017mf
loc013n1017,1.7399999999999807,0.5,07346X0017mf
loc013n1018,1.6200000000000045,0.5,07346X0017mf
loc013n1019,1.5,0.5,07346X0017mf
loc013n1020,1.3899999999999864,0.5,07346X0017mf
loc013n1021,1.2699999999999818,0.5,07346X0017mf
loc013n1022,1.1500000000000057,0.5,07346X0017mf
loc013n1023,0.8700000000000045,0.5,07346X0017mf
loc013n1024,0.799999999999983,0.5,07346X0017mf
loc013n1025,0.6699999999999875,0.5,07346X0017mf
loc013n1026,0.549999999999983,0.5,07346X0017mf
loc013n1027,0.4199999999999875,0.5,07346X0017mf
loc013n1028,0.28000000000000114,0.5,07346X0017mf
loc013n1029,0.18000000000000682,0.5,07346X0017mf
loc013n1030,0.07999999999998408,0.5,07346X0017mf
loc013n1031,-0.020000000000010232,0.5,07346X0017mf
loc013n1032,-0.15000000000000568,0.5,07346X0017mf
loc013n1033,-0.2400000000000091,0.5,07346X0017mf
loc013n1034,-0.3300000000000125,0.5,07346X0017mf
loc013n1035,-0.4300000000000068,0.5,07346X0017mf
loc013n1036,-0.4900000000000091,0.5,07346X0017mf
loc013n1037,-0.5800000000000125,0.5,07346X0017mf
loc013n1038,-0.7700000000000102,0.5,07346X0017mf
loc013n1039,-0.7800000000000011,0.5,07346X0017mf
loc013n1040,-0.7199999999999989,0.5,07346X0017mf
loc013n1041,-0.8900000000000148,0.5,07346X0017mf
loc013n1042,-1.1200000000000045,0.5,07346X0017mf
loc013n1043,-1.1800000000000068,0.5,07346X0017mf
loc013n1044,-1.1899999999999977,0.5,07346X0017mf
loc013n1045,-1.200000000000017,0.5,07346X0017mf
loc013n1046,-1.2300000000000182,0.5,07346X0017mf
loc013n1047,-1.2900000000000205,0.5,07346X0017mf
loc013n1048,-1.3799999999999955,0.5,07346X0017mf
loc013n1049,-1.5,0.5,07346X0017mf
loc013n1050,-1.5999999999999943,0.5,07346X0017mf
loc013n1051,-1.6800000000000068,0.5,07346X0017mf
loc013n1052,-1.740000000000009,0.5,07346X0017mf
loc013n1053,-1.8600000000000136,0.5,07346X0017mf
loc013n1054,-1.920000000000016,0.5,07346X0017mf
loc013n1055,-1.9800000000000182,0.5,07346X0017mf
loc013n1056,-2.0600000000000023,0.5,07346X0017mf
loc013n1057,-2.25,0.5,07346X0017mf
loc013n1058,-2.3100000000000023,0.5,07346X0017mf
loc013n1059,-2.4399999999999977,0.5,07346X0017mf
loc013n1060,-2.480000000000018,0.5,07346X0017mf
loc013n1061,-2.480000000000018,0.5,07346X0017mf
loc013n1062,-2.5100000000000193,0.5,07346X0017mf
loc013n1063,-2.530000000000001,0.5,07346X0017mf
loc013n1064,-2.5400000000000205,0.5,07346X0017mf
loc013n1065,-2.5400000000000205,0.5,07346X0017mf
loc013n1066,-2.5500000000000114,0.5,07346X0017mf
loc013n1067,-2.5400000000000205,0.5,07346X0017mf
loc013n1068,-2.5999999999999943,0.5,07346X0017mf
loc013n1069,-2.5600000000000023,0.5,07346X0017mf
loc013n1070,-2.5600000000000023,0.5,07346X0017mf
loc013n1071,-2.6100000000000136,0.5,07346X0017mf
loc013n1072,-2.5400000000000205,0.5,07346X0017mf
loc013n1073,-2.5,0.5,07346X0017mf
loc013n1074,-2.5100000000000193,0.5,07346X0017mf
loc013n1075,-2.5200000000000102,0.5,07346X0017mf
loc013n1076,-2.5500000000000114,0.5,07346X0017mf
loc013n1077,-2.5500000000000114,0.5,07346X0017mf
loc013n1078,-2.5500000000000114,0.5,07346X0017mf
loc013n1079,-2.640000000000015,0.5,07346X0017mf
loc013n1080,-2.6599999999999966,0.5,07346X0017mf
loc013n1081,-2.670000000000016,0.5,07346X0017mf
loc013n1082,-2.719999999999999,0.5,07346X0017mf
loc013n1083,-2.5999999999999943,0.5,07346X0017mf
loc013n1084,-1.6599999999999966,0.5,07346X0017mf
loc013n1085,-0.18999999999999773,0.5,07346X0017mf
loc013n1086,-0.4399999999999977,0.5,07346X0017mf
loc013n1087,-0.18000000000000682,0.5,07346X0017mf
loc013n1088,0.0,0.5,07346X0017mf
loc013n1089,-0.030000000000001137,0.5,07346X0017mf
loc013n1090,-0.21000000000000796,0.5,07346X0017mf
loc013n1091,-0.2600000000000193,0.5,07346X0017mf
loc013n1092,0.12999999999999545,0.5,07346X0017mf
loc013n1093,0.1699999999999875,0.5,07346X0017mf
loc013n1094,1.3400000000000034,0.5,07346X0017mf
loc013n1095,1.6699999999999875,0.5,07346X0017mf
loc013n1096,1.6500000000000057,0.5,07346X0017mf
loc013n1097,1.4699999999999989,0.5,07346X0017mf
loc013n1098,0.9599999999999795,0.5,07346X0017mf
loc013n1099,0.8199999999999932,0.5,07346X0017mf
loc013n1100,0.5699999999999932,0.5,07346X0017mf
loc013n1101,0.3299999999999841,0.5,07346X0017mf
loc013n1102,0.12999999999999545,0.5,07346X0017mf
loc013n1103,-0.020000000000010232,0.5,07346X0017mf
loc013n1104,-0.21999999999999886,0.5,07346X0017mf
loc013n1105,-0.36000000000001364,0.5,07346X0017mf
loc013n1106,-0.5,0.5,07346X0017mf
loc013n1107,-0.6599999999999966,0.5,07346X0017mf
loc013n1108,-0.7700000000000102,0.5,07346X0017mf
loc013n1109,-1.0,0.5,07346X0017mf
loc013n1110,-1.1500000000000057,0.5,07346X0017mf
loc013n1111,-1.1800000000000068,0.5,07346X0017mf
loc013n1112,-0.5100000000000193,0.5,07346X0017mf
loc013n1113,1.4799999999999898,0.5,07346X0017mf
loc013n1114,1.8100000000000023,0.5,07346X0017mf
loc013n1115,2.0,0.5,07346X0017mf
loc013n1116,2.280000000000001,0.5,07346X0017mf
loc013n1117,2.3100000000000023,0.5,07346X0017mf
loc013n1118,2.269999999999982,0.5,07346X0017mf
loc013n1119,2.019999999999982,0.5,07346X0017mf
loc013n1120,1.8899999999999864,0.5,07346X0017mf
loc013n1121,1.75,0.5,07346X0017mf
loc013n1122,1.6099999999999852,0.5,07346X0017mf
loc013n1123,1.4399999999999977,0.5,07346X0017mf
loc013n1124,1.2299999999999898,0.5,07346X0017mf
loc013n1125,1.0699999999999932,0.5,07346X0017mf
loc013n1126,0.8799999999999955,0.5,07346X0017mf
loc013n1127,0.7299999999999898,0.5,07346X0017mf
loc013n1128,0.6500000000000057,0.5,07346X0017mf
loc013n1129,0.5799999999999841,0.5,07346X0017mf
loc013n1130,0.5,0.5,07346X0017mf
loc013n1131,0.37999999999999545,0.5,07346X0017mf
loc013n1132,0.20999999999997954,0.5,07346X0017mf
loc013n1133,0.060000000000002274,0.5,07346X0017mf
loc013n1134,-0.06999999999999318,0.5,07346X0017mf
loc013n1135,-0.18999999999999773,0.5,07346X0017mf
loc013n1136,-0.29000000000002046,0.5,07346X0017mf
loc013n1137,-0.3900000000000148,0.5,07346X0017mf
loc013n1138,-0.5100000000000193,0.5,07346X0017mf
loc013n1139,-0.5800000000000125,0.5,07346X0017mf
loc013n1140,-0.6700000000000159,0.5,07346X0017mf
loc013n1141,-0.7700000000000102,0.5,07346X0017mf
loc013n1142,-0.8700000000000045,0.5,07346X0017mf
loc013n1143,-1.0999999999999943,0.5,07346X0017mf
loc013n1144,-1.170000000000016,0.5,07346X0017mf
loc013n1145,-1.1800000000000068,0.5,07346X0017mf
loc013n1146,-1.200000000000017,0.5,07346X0017mf
loc013n1147,-1.210000000000008,0.5,07346X0017mf
loc013n1148,-1.2199999999999989,0.5,07346X0017mf
loc013n1149,-1.2900000000000205,0.5,07346X0017mf
loc013n1150,-1.3499999999999943,0.5,07346X0017mf
loc013n1151,-1.4099999999999966,0.5,07346X0017mf
loc013n1152,-1.5100000000000193,0.5,07346X0017mf
loc013n1153,-1.6400000000000148,0.5,07346X0017mf
loc013n1154,-1.6599999999999966,0.5,07346X0017mf
loc013n1155,-1.710000000000008,0.5,07346X0017mf
loc013n1156,-1.75,0.5,07346X0017mf
loc013n1157,-1.6899999999999977,0.5,07346X0017mf
loc013n1158,-1.710000000000008,0.5,07346X0017mf
loc013n1159,-1.7300000000000182,0.5,07346X0017mf
loc013n1160,-1.8100000000000023,0.5,07346X0017mf
loc013n1161,-1.9000000000000057,0.5,07346X0017mf
loc013n1162,-1.920000000000016,0.5,07346X0017mf
loc013n1163,-1.990000000000009,0.5,07346X0017mf
loc013n1164,-2.0600000000000023,0.5,07346X0017mf
loc013n1165,-2.0200000000000102,0.5,07346X0017mf
loc013n1166,-2.030000000000001,0.5,07346X0017mf
loc013n1167,-2.1200000000000045,0.5,07346X0017mf
loc013n1168,-2.25,0.5,07346X0017mf
loc013n1169,-2.2700000000000102,0.5,07346X0017mf
loc013n1170,-2.280000000000001,0.5,07346X0017mf
loc013n1171,-2.4399999999999977,0.5,07346X0017mf
loc013n1172,-2.5100000000000193,0.5,07346X0017mf
loc013n1173,-2.530000000000001,0.5,07346X0017mf
loc013n1174,-2.530000000000001,0.5,07346X0017mf
loc013n1175,-2.5400000000000205,0.5,07346X0017mf
loc013n1176,-1.8499999999999943,0.5,07346X0017mf
loc013n1177,-1.6400000000000148,0.5,07346X0017mf
loc013n1178,-1.6500000000000057,0.5,07346X0017mf
loc013n1179,-1.5200000000000102,0.5,07346X0017mf
loc013n1180,-1.1500000000000057,0.5,07346X0017mf
loc013n1181,-1.1899999999999977,0.5,07346X0017mf
loc013n1182,-1.210000000000008,0.5,07346X0017mf
loc013n1183,-1.2600000000000193,0.5,07346X0017mf
loc013n1184,-1.3600000000000136,0.5,07346X0017mf
loc013n1185,-1.450000000000017,0.5,07346X0017mf
loc013n1186,-1.5600000000000023,0.5,07346X0017mf
loc013n1187,-1.6899999999999977,0.5,07346X0017mf
loc013n1188,-1.8799999999999955,0.5,07346X0017mf
loc013n1189,-1.950000000000017,0.5,07346X0017mf
loc013n1190,-2.0600000000000023,0.5,07346X0017mf
loc013n1191,-2.2600000000000193,0.5,07346X0017mf
loc013n1192,-2.3000000000000114,0.5,07346X0017mf
loc013n1193,-2.5200000000000102,0.5,07346X0017mf
loc013n1194,-2.5400000000000205,0.5,07346X0017mf
loc013n1195,-2.5400000000000205,0.5,07346X0017mf
loc013n1196,-2.5500000000000114,0.5,07346X0017mf
loc013n1197,-2.5600000000000023,0.5,07346X0017mf
loc013n1198,-2.569999999999993,0.5,07346X0017mf
loc013n1199,-2.5800000000000125,0.5,07346X0017mf
loc013n1200,-2.5900000000000034,0.5,07346X0017mf
loc013n1201,-2.6200000000000045,0.5,07346X0017mf
loc013n1202,-2.6299999999999955,0.5,07346X0017mf
loc014n0000,-0.4899999999999807,0.5,07346X0083mf
loc014n0001,-0.5699999999999932,0.5,07346X0083mf
loc014n0002,-0.7699999999999818,0.5,07346X0083mf
loc014n0003,-0.9899999999999807,0.5,07346X0083mf
loc014n0004,-1.259999999999991,0.5,07346X0083mf
loc014n0005,-1.9899999999999807,0.5,07346X0083mf
loc014n0006,-2.280000000000001,0.5,07346X0083mf
loc014n0007,-0.8199999999999932,0.5,07346X0083mf
loc014n0008,-0.9099999999999966,0.5,07346X0083mf
loc014n0009,-2.1899999999999977,0.5,07346X0083mf
loc014n0010,-3.1499999999999773,0.5,07346X0083mf
loc014n0011,-4.0,0.5,07346X0083mf
loc014n0012,-5.3799999999999955,0.5,07346X0083mf
loc014n0013,-7.549999999999983,0.5,07346X0083mf
loc014n0014,-8.629999999999995,0.5,07346X0083mf
loc014n0015,-10.629999999999995,0.5,07346X0083mf
loc014n0016,-11.509999999999991,0.5,07346X0083mf
loc014n0017,-13.319999999999993,0.5,07346X0083mf
loc014n0018,-14.319999999999993,0.5,07346X0083mf
loc014n0019,-15.25,0.5,07346X0083mf
loc014n0020,-16.659999999999997,0.5,07346X0083mf
loc014n0021,-17.439999999999998,0.5,07346X0083mf
loc014n0022,-18.060000000000002,0.5,07346X0083mf
loc014n0023,-18.099999999999994,0.5,07346X0083mf
loc014n0024,-18.079999999999984,0.5,07346X0083mf
loc014n0025,-10.530000000000001,0.5,07346X0083mf
loc014n0026,-8.429999999999978,0.5,07346X0083mf
loc014n0027,-7.22999999999999,0.5,07346X0083mf
loc014n0028,-6.269999999999982,0.5,07346X0083mf
loc014n0029,-5.579999999999984,0.5,07346X0083mf
loc014n0030,-4.8799999999999955,0.5,07346X0083mf
loc014n0031,-4.679999999999978,0.5,07346X0083mf
loc014n0032,-4.359999999999985,0.5,07346X0083mf
loc014n0033,-4.1299999999999955,0.5,07346X0083mf
loc014n0034,-3.9599999999999795,0.5,07346X0083mf
loc014n0035,-3.789999999999992,0.5,07346X0083mf
loc014n0036,-3.7099999999999795,0.5,07346X0083mf
loc014n0037,-3.519999999999982,0.5,07346X0083mf
loc014n0038,-3.5,0.5,07346X0083mf
loc014n0039,-3.4199999999999875,0.5,07346X0083mf
loc014n0040,-2.619999999999976,0.5,07346X0083mf
loc014n0041,-1.1599999999999966,0.5,07346X0083mf
loc014n0042,-0.6099999999999852,0.5,07346X0083mf
loc014n0043,-0.5699999999999932,0.5,07346X0083mf
loc014n0044,-0.9499999999999886,0.5,07346X0083mf
loc014n0045,-1.0300000000000011,0.5,07346X0083mf
loc014n0046,-1.0999999999999943,0.5,07346X0083mf
loc014n0047,-1.079999999999984,0.5,07346X0083mf
loc014n0048,-1.0999999999999943,0.5,07346X0083mf
loc014n0049,-0.9199999999999875,0.5,07346X0083mf
loc014n0050,-0.799999999999983,0.5,07346X0083mf
loc014n0051,-0.789999999999992,0.5,07346X0083mf
loc014n0052,-0.6799999999999784,0.5,07346X0083mf
loc014n0053,-0.7099999999999795,0.5,07346X0083mf
