<< La légende des termes est placée à la fin du fichier >>
 Projet Modifié (Lizonne.rma) [V7.8]
Date (Flux)    	Date (Flux)    	Température    	Flux_Pluie     	Flux_Neige     	Flux_ETP       	Flux_ETR       	Fl_ETR_Sol     	Transpiration  	Stock_Neige    	Fl_Fonte_Neige 	Ruissellement  	Infiltration   	Défic_Évapotra 	Déficit_Sol    	Défic_Sol_Prog 	Réser_Interm.  	Cum_Pluie      	Cum_Neige      	Cum_ETP        	Cum_ETR        	Cum_ETRSol     	Cum_Transpir   	Cum_Font_Neig  	Cum_Ruissel.   	Cum_Infiltr    	Cum_Défic_Evap 	LAI_ou_CC      	Profon_Racines 	
31/07/2010	   212.0000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	
01/08/2010	   213.0000    	   0.000000    	   16.78546    	   0.000000    	   1.588718    	   1.588718    	   1.588718    	   0.000000    	   0.000000    	   0.000000    	      0.0541025	      0.0523371	   0.000000    	   0.000000    	  1.0098556E-15	   15.09030    	   16.78546    	   0.000000    	   1.588718    	   1.588718    	   1.588718    	   0.000000    	   0.000000    	      0.0541025	      0.0523371	   0.000000    	   0.000000    	   0.000000    	
02/08/2010	   214.0000    	   0.000000    	   0.000000    	   0.000000    	   3.520403    	   3.520016    	   3.520016    	   0.000000    	   0.000000    	   0.000000    	  0.1577369    	  0.1035553    	   0.000000    	   0.000000    	   3.520016    	   14.82901    	   16.78546    	   0.000000    	   5.109121    	   5.108734    	   5.108734    	   0.000000    	   0.000000    	  0.2118394    	  0.1558924    	   0.000000    	   0.000000    	   0.000000    	
03/08/2010	   215.0000    	   0.000000    	      0.0886447	   0.000000    	   4.432930    	   3.520016    	   4.428979    	   0.000000    	   0.000000    	   0.000000    	  0.1508476    	  0.1019152    	 -0.9089630    	   0.000000    	   7.860351    	   14.57625    	   16.87410    	   0.000000    	   9.542051    	   8.628751    	   9.537714    	   0.000000    	   0.000000    	  0.3626870    	  0.2578076    	 -0.9089630    	   0.000000    	   0.000000    	
04/08/2010	   216.0000    	   0.000000    	   2.756484    	   0.000000    	   1.967875    	   1.967100    	   1.967100    	   0.000000    	   0.000000    	   0.000000    	  0.1561865    	  0.1031095    	   0.000000    	   0.000000    	   8.170100    	   15.41608    	   19.63059    	   0.000000    	   11.50993    	   10.59585    	   11.50481    	   0.000000    	   0.000000    	  0.5188735    	  0.3609172    	 -0.9089630    	   0.000000    	   0.000000    	
05/08/2010	   217.0000    	   0.000000    	      0.0198168	   0.000000    	   4.516740    	   1.967100    	   4.503343    	   0.000000    	   0.000000    	   0.000000    	  0.1616823    	  0.1042564    	  -2.536243    	   0.000000    	   12.65363    	   15.15014    	   19.65040    	   0.000000    	   16.02667    	   12.56295    	   16.00816    	   0.000000    	   0.000000    	  0.6805558    	  0.4651736    	  -3.445206    	   0.000000    	   0.000000    	
06/08/2010	   218.0000    	   0.000000    	   0.000000    	   0.000000    	   4.329927    	   4.304120    	   4.304120    	   0.000000    	   0.000000    	   0.000000    	  0.1547256    	  0.1026177    	   0.000000    	   0.000000    	   16.95775    	   14.89280    	   19.65040    	   0.000000    	   20.35659    	   16.86707    	   20.31228    	   0.000000    	   0.000000    	  0.8352814    	  0.5677912    	  -3.445206    	   0.000000    	   0.000000    	
07/08/2010	   219.0000    	   0.000000    	   0.000000    	   0.000000    	   5.770037    	   4.304120    	   5.708042    	   0.000000    	   0.000000    	   0.000000    	  0.1481995    	  0.1010253    	  -1.403921    	   0.000000    	   22.66579    	   14.64357    	   19.65040    	   0.000000    	   26.12663    	   21.17119    	   26.02032    	   0.000000    	   0.000000    	  0.9834809    	  0.6688165    	  -4.849127    	   0.000000    	   0.000000    	
08/08/2010	   220.0000    	   0.000000    	   0.000000    	   0.000000    	   5.010147    	   4.924403    	   4.924403    	   0.000000    	   0.000000    	   0.000000    	  0.1420686    	      0.0994769	   0.000000    	   0.000000    	   27.59019    	   14.40203    	   19.65040    	   0.000000    	   31.13678    	   26.09559    	   30.94472    	   0.000000    	   0.000000    	   1.125550    	  0.7682934    	  -4.849127    	   0.000000    	   0.000000    	
09/08/2010	   221.0000    	   0.000000    	   0.000000    	   0.000000    	   4.773553    	   4.924403    	   4.657215    	   0.000000    	   0.000000    	   0.000000    	  0.1363011    	      0.0979702	  0.2671880    	   0.000000    	   32.24741    	   14.16776    	   19.65040    	   0.000000    	   35.91033    	   31.02000    	   35.60194    	   0.000000    	   0.000000    	   1.261851    	  0.8662636    	  -4.581939    	   0.000000    	   0.000000    	
10/08/2010	   222.0000    	   0.000000    	  0.1356410    	   0.000000    	   4.413004    	   4.276535    	   4.276535    	   0.000000    	   0.000000    	   0.000000    	  0.1308683    	      0.0965031	   0.000000    	   0.000000    	   36.38830    	   13.94039    	   19.78604    	   0.000000    	   40.32333    	   35.29653    	   39.87847    	   0.000000    	   0.000000    	   1.392719    	  0.9627667    	  -4.581939    	   0.000000    	   0.000000    	
11/08/2010	   223.0000    	   0.000000    	   6.240073    	   0.000000    	   2.463993    	   4.276535    	   2.463993    	   0.000000    	   0.000000    	   0.000000    	  0.1422651    	  0.1034017    	   1.812542    	   0.000000    	   35.11186    	   16.19436    	   26.02612    	   0.000000    	   42.78733    	   39.57307    	   42.34246    	   0.000000    	   0.000000    	   1.534984    	   1.066168    	  -2.769397    	   0.000000    	   0.000000    	
12/08/2010	   224.0000    	   0.000000    	   0.000000    	   0.000000    	   4.245165    	   4.087507    	   4.087507    	   0.000000    	   0.000000    	   0.000000    	  0.1541814    	  0.1101292    	   0.000000    	   0.000000    	   39.19937    	   15.93005    	   26.02612    	   0.000000    	   47.03249    	   43.66057    	   46.42997    	   0.000000    	   0.000000    	   1.689166    	   1.176298    	  -2.769397    	   0.000000    	   0.000000    	
13/08/2010	   225.0000    	   0.000000    	   0.000000    	   0.000000    	   3.669670    	   4.087507    	   3.505441    	   0.000000    	   0.000000    	   0.000000    	  0.1480510    	  0.1084675    	  0.5820663    	   0.000000    	   42.70481    	   15.67353    	   26.02612    	   0.000000    	   50.70216    	   47.74808    	   49.93541    	   0.000000    	   0.000000    	   1.837217    	   1.284765    	  -2.187331    	   0.000000    	   0.000000    	
14/08/2010	   226.0000    	   0.000000    	  0.1472894    	   0.000000    	   3.683040    	   3.498378    	   3.498378    	   0.000000    	   0.000000    	   0.000000    	  0.1422715    	  0.1068487    	   0.000000    	   0.000000    	   46.05590    	   15.42441    	   26.17341    	   0.000000    	   54.38520    	   51.24646    	   53.43379    	   0.000000    	   0.000000    	   1.979488    	   1.391614    	  -2.187331    	   0.000000    	   0.000000    	
15/08/2010	   227.0000    	   0.000000    	  0.7299634    	   0.000000    	   2.562491    	   3.498378    	   2.447046    	   0.000000    	   0.000000    	   0.000000    	  0.1368575    	  0.1052834    	   1.051332    	   0.000000    	   47.77849    	   15.18778    	   26.90337    	   0.000000    	   56.94769    	   54.74484    	   55.88084    	   0.000000    	   0.000000    	   2.116346    	   1.496897    	  -1.135999    	   0.000000    	   0.000000    	
16/08/2010	   228.0000    	   0.000000    	      0.0546154	   0.000000    	   3.926996    	   3.669526    	   3.669526    	   0.000000    	   0.000000    	   0.000000    	  0.1317412    	  0.1037569    	   0.000000    	   0.000000    	   51.39340    	   14.95228    	   26.95799    	   0.000000    	   60.87469    	   58.41436    	   59.55036    	   0.000000    	   0.000000    	   2.248087    	   1.600654    	  -1.135999    	   0.000000    	   0.000000    	
17/08/2010	   229.0000    	   0.000000    	  0.3498168    	   0.000000    	   3.953846    	   3.669526    	   3.680805    	   0.000000    	   0.000000    	   0.000000    	  0.1268605    	  0.1022550    	     -0.0112797	   0.000000    	   54.72438    	   14.72316    	   27.30780    	   0.000000    	   64.82853    	   62.08389    	   63.23117    	   0.000000    	   0.000000    	   2.374947    	   1.702909    	  -1.147279    	   0.000000    	   0.000000    	
18/08/2010	   230.0000    	   0.000000    	   2.435055    	   0.000000    	   1.756484    	   1.717367    	   1.717367    	   0.000000    	   0.000000    	   0.000000    	  0.1281501    	  0.1028145    	   0.000000    	   0.000000    	   54.58764    	   15.07315    	   29.74286    	   0.000000    	   66.58502    	   63.80126    	   64.94853    	   0.000000    	   0.000000    	   2.503097    	   1.805724    	  -1.147279    	   0.000000    	   0.000000    	
19/08/2010	   231.0000    	   0.000000    	   0.000000    	   0.000000    	   3.725641    	   1.717367    	   3.409160    	   0.000000    	   0.000000    	   0.000000    	  0.1293479    	  0.1033462    	  -1.691793    	   0.000000    	   57.99680    	   14.84045    	   29.74286    	   0.000000    	   70.31066    	   65.51862    	   68.35769    	   0.000000    	   0.000000    	   2.632445    	   1.909070    	  -2.839072    	   0.000000    	   0.000000    	
20/08/2010	   232.0000    	   0.000000    	   0.000000    	   0.000000    	   4.903516    	   4.426863    	   4.426863    	   0.000000    	   0.000000    	   0.000000    	  0.1245625    	  0.1018572    	   0.000000    	   0.000000    	   62.42367    	   14.61403    	   29.74286    	   0.000000    	   75.21418    	   69.94549    	   72.78456    	   0.000000    	   0.000000    	   2.757008    	   2.010927    	  -2.839072    	   0.000000    	   0.000000    	
21/08/2010	   233.0000    	   0.000000    	   1.412894    	   0.000000    	   5.732967    	   4.426863    	   5.261648    	   0.000000    	   0.000000    	   0.000000    	  0.1200300    	  0.1004031    	 -0.8347857    	   0.000000    	   66.27242    	   14.39360    	   31.15575    	   0.000000    	   80.94714    	   74.37235    	   78.04621    	   0.000000    	   0.000000    	   2.877038    	   2.111330    	  -3.673857    	   0.000000    	   0.000000    	
22/08/2010	   234.0000    	   0.000000    	  0.5380952    	   0.000000    	   3.800220    	   3.400892    	   3.400892    	   0.000000    	   0.000000    	   0.000000    	  0.1157323    	      0.0989828	   0.000000    	   0.000000    	   69.13522    	   14.17888    	   31.69385    	   0.000000    	   84.74736    	   77.77324    	   81.44710    	   0.000000    	   0.000000    	   2.992770    	   2.210313    	  -3.673857    	   0.000000    	   0.000000    	
23/08/2010	   235.0000    	   0.000000    	  0.4836264    	   0.000000    	   3.832454    	   3.400892    	   3.388908    	   0.000000    	   0.000000    	   0.000000    	  0.1116533    	      0.0975946	      0.0119839	   0.000000    	   72.04050    	   13.96964    	   32.17747    	   0.000000    	   88.57982    	   81.17413    	   84.83601    	   0.000000    	   0.000000    	   3.104423    	   2.307908    	  -3.661873    	   0.000000    	   0.000000    	
24/08/2010	   236.0000    	   0.000000    	   0.000000    	   0.000000    	   4.356703    	   3.721756    	   3.721756    	   0.000000    	   0.000000    	   0.000000    	  0.1077779    	      0.0962375	   0.000000    	   0.000000    	   75.76225    	   13.76562    	   32.17747    	   0.000000    	   92.93652    	   84.89589    	   88.55776    	   0.000000    	   0.000000    	   3.212201    	   2.404145    	  -3.661873    	   0.000000    	   0.000000    	
25/08/2010	   237.0000    	   0.000000    	   0.000000    	   0.000000    	   4.212821    	   3.721756    	   3.536918    	   0.000000    	   0.000000    	   0.000000    	  0.1040926    	      0.0949101	  0.1848378    	   0.000000    	   79.29917    	   13.56662    	   32.17747    	   0.000000    	   97.14934    	   88.61764    	   92.09468    	   0.000000    	   0.000000    	   3.316294    	   2.499055    	  -3.477036    	   0.000000    	   0.000000    	
26/08/2010	   238.0000    	   0.000000    	   2.079304    	   0.000000    	   5.669267    	   5.031305    	   5.031305    	   0.000000    	   0.000000    	   0.000000    	  0.1005849    	      0.0936114	   0.000000    	   0.000000    	   82.25117    	   13.37242    	   34.25678    	   0.000000    	   102.8186    	   93.64895    	   97.12598    	   0.000000    	   0.000000    	   3.416879    	   2.592667    	  -3.477036    	   0.000000    	   0.000000    	
27/08/2010	   239.0000    	   0.000000    	   1.363883    	   0.000000    	   3.435238    	   5.031305    	   3.053016    	   0.000000    	   0.000000    	   0.000000    	      0.0972433	      0.0923403	   1.978288    	   0.000000    	   83.94031    	   13.18284    	   35.62066    	   0.000000    	   106.2538    	   98.68025    	   100.1790    	   0.000000    	   0.000000    	   3.514122    	   2.685007    	  -1.498747    	   0.000000    	   0.000000    	
28/08/2010	   240.0000    	   0.000000    	   0.000000    	   0.000000    	   4.316740    	   3.470313    	   3.470313    	   0.000000    	   0.000000    	   0.000000    	      0.0940574	      0.0910959	   0.000000    	   0.000000    	   87.41062    	   12.99768    	   35.62066    	   0.000000    	   110.5706    	   102.1506    	   103.6493    	   0.000000    	   0.000000    	   3.608179    	   2.776103    	  -1.498747    	   0.000000    	   0.000000    	
29/08/2010	   241.0000    	   0.000000    	   0.000000    	   0.000000    	   4.534432    	   3.470313    	   3.571739    	   0.000000    	   0.000000    	   0.000000    	      0.0910174	      0.0898770	 -0.1014252    	   0.000000    	   90.98236    	   12.81679    	   35.62066    	   0.000000    	   115.1050    	   105.6209    	   107.2211    	   0.000000    	   0.000000    	   3.699197    	   2.865980    	  -1.600172    	   0.000000    	   0.000000    	
30/08/2010	   242.0000    	   0.000000    	   0.000000    	   0.000000    	   4.639487    	   3.470313    	   3.580074    	   0.000000    	   0.000000    	   0.000000    	      0.0881144	      0.0886830	 -0.1097606    	   0.000000    	   94.56243    	   12.63999    	   35.62066    	   0.000000    	   119.7445    	   109.0912    	   110.8011    	   0.000000    	   0.000000    	   3.787311    	   2.954663    	  -1.709933    	   0.000000    	   0.000000    	
31/08/2010	   243.0000    	   0.000000    	   0.000000    	   0.000000    	   5.365165    	   3.470313    	   4.036281    	   0.000000    	   0.000000    	   0.000000    	      0.0853403	      0.0875129	 -0.5659672    	   0.000000    	   98.59871    	   12.46714    	   35.62066    	   0.000000    	   125.1097    	   112.5615    	   114.8374    	   0.000000    	   0.000000    	   3.872651    	   3.042176    	  -2.275900    	   0.000000    	   0.000000    	
01/09/2010	   244.0000    	   0.000000    	   0.000000    	   0.000000    	   5.248791    	   3.843254    	   3.843254    	   0.000000    	   0.000000    	   0.000000    	      0.0826873	      0.0863659	   0.000000    	   0.000000    	   102.4420    	   12.29809    	   35.62066    	   0.000000    	   130.3585    	   116.4048    	   118.6807    	   0.000000    	   0.000000    	   3.955339    	   3.128542    	  -2.275900    	   0.000000    	   0.000000    	
02/09/2010	   245.0000    	   0.000000    	   0.000000    	   0.000000    	   4.865201    	   3.464628    	   3.464628    	   0.000000    	   0.000000    	   0.000000    	      0.0801485	      0.0852414	   0.000000    	   0.000000    	   105.9066    	   12.13270    	   35.62066    	   0.000000    	   135.2237    	   119.8694    	   122.1453    	   0.000000    	   0.000000    	   4.035487    	   3.213783    	  -2.275900    	   0.000000    	   0.000000    	
03/09/2010	   246.0000    	   0.000000    	   0.000000    	   0.000000    	   4.287656    	   3.464628    	   2.988398    	   0.000000    	   0.000000    	   0.000000    	      0.0777173	      0.0841385	  0.4762304    	   0.000000    	   108.8950    	   11.97084    	   35.62066    	   0.000000    	   139.5113    	   123.3340    	   125.1337    	   0.000000    	   0.000000    	   4.113205    	   3.297922    	  -1.799670    	   0.000000    	   0.000000    	
04/09/2010	   247.0000    	   0.000000    	   0.000000    	   0.000000    	   4.223260    	   2.868625    	   2.868625    	   0.000000    	   0.000000    	   0.000000    	      0.0753876	      0.0830566	   0.000000    	   0.000000    	   111.7636    	   11.81240    	   35.62066    	   0.000000    	   143.7346    	   126.2026    	   128.0023    	   0.000000    	   0.000000    	   4.188592    	   3.380978    	  -1.799670    	   0.000000    	   0.000000    	
05/09/2010	   248.0000    	   0.000000    	      0.0198168	   0.000000    	   5.196007    	   2.868625    	   3.430810    	   0.000000    	   0.000000    	   0.000000    	      0.0731539	      0.0819950	 -0.5621853    	   0.000000    	   115.1746    	   11.65725    	   35.64048    	   0.000000    	   148.9306    	   129.0713    	   131.4331    	   0.000000    	   0.000000    	   4.261746    	   3.462973    	  -2.361855    	   0.000000    	   0.000000    	
06/09/2010	   249.0000    	   0.000000    	   8.535971    	   0.000000    	   3.233077    	   3.233077    	   3.233077    	   0.000000    	   0.000000    	   0.000000    	      0.0790567	      0.0837930	   0.000000    	   0.000000    	   110.8349    	   12.45762    	   44.17645    	   0.000000    	   152.1637    	   132.3043    	   134.6662    	   0.000000    	   0.000000    	   4.340803    	   3.546766    	  -2.361855    	   0.000000    	   0.000000    	
07/09/2010	   250.0000    	   0.000000    	   6.276007    	   0.000000    	   1.476264    	   3.233077    	   1.476264    	   0.000000    	   0.000000    	   0.000000    	      0.0914843	      0.0882923	   1.756813    	   0.000000    	   107.0181    	   13.26072    	   50.45245    	   0.000000    	   153.6399    	   135.5374    	   136.1425    	   0.000000    	   0.000000    	   4.432287    	   3.635058    	 -0.6050419    	   0.000000    	   0.000000    	
08/09/2010	   251.0000    	   0.000000    	   6.982234    	   0.000000    	   3.356777    	   3.290550    	   3.290550    	   0.000000    	   0.000000    	   0.000000    	  0.1042436    	      0.0922256	   0.000000    	   0.000000    	   104.2174    	   13.95525    	   57.43469    	   0.000000    	   156.9967    	   138.8280    	   139.4330    	   0.000000    	   0.000000    	   4.536531    	   3.727284    	 -0.6050419    	   0.000000    	   0.000000    	
09/09/2010	   252.0000    	   0.000000    	  0.2598535    	   0.000000    	   2.884542    	   3.290550    	   2.124235    	   0.000000    	   0.000000    	   0.000000    	  0.1098411    	      0.0933171	   1.166314    	   0.000000    	   106.0818    	   13.75209    	   57.69454    	   0.000000    	   159.8812    	   142.1185    	   141.5572    	   0.000000    	   0.000000    	   4.646372    	   3.820601    	  0.5612722    	   0.000000    	   0.000000    	
10/09/2010	   253.0000    	   0.000000    	      0.0184982	   0.000000    	   3.422527    	   2.395971    	   2.395971    	   0.000000    	   0.000000    	   0.000000    	  0.1061771    	      0.0920414	   0.000000    	   0.000000    	   108.4592    	   13.55387    	   57.71304    	   0.000000    	   163.3038    	   144.5145    	   143.9532    	   0.000000    	   0.000000    	   4.752549    	   3.912643    	  0.5612722    	   0.000000    	   0.000000    	
11/09/2010	   254.0000    	   0.000000    	   0.000000    	   0.000000    	   4.484359    	   2.395971    	   3.048893    	   0.000000    	   0.000000    	   0.000000    	  0.1026841    	      0.0907929	 -0.6529218    	   0.000000    	   111.5081    	   13.36039    	   57.71304    	   0.000000    	   167.7881    	   146.9105    	   147.0021    	   0.000000    	   0.000000    	   4.855233    	   4.003435    	     -0.0916495	   0.000000    	   0.000000    	
12/09/2010	   255.0000    	   0.000000    	   0.000000    	   0.000000    	   3.320073    	   2.219884    	   2.219884    	   0.000000    	   0.000000    	   0.000000    	      0.0993515	      0.0895705	   0.000000    	   0.000000    	   113.7280    	   13.17147    	   57.71304    	   0.000000    	   171.1082    	   149.1303    	   149.2220    	   0.000000    	   0.000000    	   4.954585    	   4.093006    	     -0.0916495	   0.000000    	   0.000000    	
13/09/2010	   256.0000    	   0.000000    	   0.000000    	   0.000000    	   3.785201    	   2.219884    	   2.466797    	   0.000000    	   0.000000    	   0.000000    	      0.0961695	      0.0883733	 -0.2469134    	   0.000000    	   116.1948    	   12.98693    	   57.71304    	   0.000000    	   174.8934    	   151.3502    	   151.6888    	   0.000000    	   0.000000    	   5.050754    	   4.181379    	 -0.3385629    	   0.000000    	   0.000000    	
14/09/2010	   257.0000    	   0.000000    	   0.000000    	   0.000000    	   3.687656    	   2.351598    	   2.351598    	   0.000000    	   0.000000    	   0.000000    	      0.0931290	      0.0872004	   0.000000    	   0.000000    	   118.5464    	   12.80660    	   57.71304    	   0.000000    	   178.5811    	   153.7018    	   154.0404    	   0.000000    	   0.000000    	   5.143883    	   4.268580    	 -0.3385629    	   0.000000    	   0.000000    	
15/09/2010	   258.0000    	   0.000000    	  0.1447985    	   0.000000    	   4.211465    	   2.351598    	   2.682060    	   0.000000    	   0.000000    	   0.000000    	      0.0902217	      0.0860511	 -0.3304616    	   0.000000    	   121.0837    	   12.63032    	   57.85784    	   0.000000    	   182.7925    	   156.0534    	   156.7224    	   0.000000    	   0.000000    	   5.234105    	   4.354631    	 -0.6690245    	   0.000000    	   0.000000    	
16/09/2010	   259.0000    	   0.000000    	  0.2334066    	   0.000000    	   1.950293    	   1.282722    	   1.282722    	   0.000000    	   0.000000    	   0.000000    	      0.0874398	      0.0849245	   0.000000    	   0.000000    	   122.1330    	   12.45796    	   58.09125    	   0.000000    	   184.7428    	   157.3361    	   158.0052    	   0.000000    	   0.000000    	   5.321545    	   4.439555    	 -0.6690245    	   0.000000    	   0.000000    	
17/09/2010	   260.0000    	   0.000000    	   0.000000    	   0.000000    	   3.270293    	   1.282722    	   1.961159    	   0.000000    	   0.000000    	   0.000000    	      0.0847762	      0.0838200	 -0.6784374    	   0.000000    	   124.0941    	   12.28936    	   58.09125    	   0.000000    	   188.0131    	   158.6189    	   159.9663    	   0.000000    	   0.000000    	   5.406321    	   4.523375    	  -1.347462    	   0.000000    	   0.000000    	
18/09/2010	   261.0000    	   0.000000    	   0.000000    	   0.000000    	   4.129890    	   2.427294    	   2.427294    	   0.000000    	   0.000000    	   0.000000    	      0.0822242	      0.0827368	   0.000000    	   0.000000    	   126.5214    	   12.12440    	   58.09125    	   0.000000    	   192.1430    	   161.0462    	   162.3936    	   0.000000    	   0.000000    	   5.488545    	   4.606112    	  -1.347462    	   0.000000    	   0.000000    	
19/09/2010	   262.0000    	   0.000000    	   0.000000    	   0.000000    	   3.713810    	   2.427294    	   2.132260    	   0.000000    	   0.000000    	   0.000000    	      0.0797776	      0.0816743	  0.2950344    	   0.000000    	   128.6537    	   11.96295    	   58.09125    	   0.000000    	   195.8568    	   163.4735    	   164.5259    	   0.000000    	   0.000000    	   5.568322    	   4.687786    	  -1.052428    	   0.000000    	   0.000000    	
20/09/2010	   263.0000    	   0.000000    	   0.000000    	   0.000000    	   3.694762    	   2.064626    	   2.064626    	   0.000000    	   0.000000    	   0.000000    	      0.0774307	      0.0806318	   0.000000    	   0.000000    	   130.7183    	   11.80489    	   58.09125    	   0.000000    	   199.5516    	   165.5381    	   166.5905    	   0.000000    	   0.000000    	   5.645753    	   4.768418    	  -1.052428    	   0.000000    	   0.000000    	
21/09/2010	   264.0000    	   0.000000    	   0.000000    	   0.000000    	   3.869853    	   2.064626    	   2.110666    	   0.000000    	   0.000000    	   0.000000    	      0.0751780	      0.0796087	     -0.0460404	   0.000000    	   132.8290    	   11.65010    	   58.09125    	   0.000000    	   203.4214    	   167.6027    	   168.7012    	   0.000000    	   0.000000    	   5.720931    	   4.848027    	  -1.098468    	   0.000000    	   0.000000    	
22/09/2010	   265.0000    	   0.000000    	   0.000000    	   0.000000    	   3.593370    	   1.916837    	   1.916837    	   0.000000    	   0.000000    	   0.000000    	      0.0730147	      0.0786044	   0.000000    	   0.000000    	   134.7458    	   11.49848    	   58.09125    	   0.000000    	   207.0148    	   169.5195    	   170.6180    	   0.000000    	   0.000000    	   5.793946    	   4.926631    	  -1.098468    	   0.000000    	   0.000000    	
23/09/2010	   266.0000    	   0.000000    	   8.494212    	   0.000000    	   2.444725    	   1.916837    	   2.444725    	   0.000000    	   0.000000    	   0.000000    	      0.0765262	      0.0795531	 -0.5278880    	   0.000000    	   129.3907    	   12.03679    	   66.58546    	   0.000000    	   209.4595    	   171.4364    	   173.0627    	   0.000000    	   0.000000    	   5.870472    	   5.006184    	  -1.626356    	   0.000000    	   0.000000    	
24/09/2010	   267.0000    	   0.000000    	   1.868315    	   0.000000    	   2.383077    	   2.041444    	   2.041444    	   0.000000    	   0.000000    	   0.000000    	      0.0803515	      0.0805529	   0.000000    	   0.000000    	   129.5987    	   11.91076    	   68.45377    	   0.000000    	   211.8426    	   173.4778    	   175.1042    	   0.000000    	   0.000000    	   5.950824    	   5.086737    	  -1.626356    	   0.000000    	   0.000000    	
25/09/2010	   268.0000    	   0.000000    	      0.0285348	   0.000000    	   2.112637    	   2.041444    	   1.211810    	   0.000000    	   0.000000    	   0.000000    	      0.0783687	      0.0796086	  0.8296340    	   0.000000    	   130.7820    	   11.75278    	   68.48231    	   0.000000    	   213.9552    	   175.5193    	   176.3160    	   0.000000    	   0.000000    	   6.029192    	   5.166346    	 -0.7967220    	   0.000000    	   0.000000    	
26/09/2010	   269.0000    	   0.000000    	   0.000000    	   0.000000    	   2.514725    	   1.388278    	   1.388278    	   0.000000    	   0.000000    	   0.000000    	      0.0760683	      0.0785974	   0.000000    	   0.000000    	   132.1703    	   11.59811    	   68.48231    	   0.000000    	   216.4700    	   176.9076    	   177.7043    	   0.000000    	   0.000000    	   6.105260    	   5.244943    	 -0.7967220    	   0.000000    	   0.000000    	
27/09/2010	   270.0000    	   0.000000    	   0.000000    	   0.000000    	   1.934835    	   1.388278    	   1.051580    	   0.000000    	   0.000000    	   0.000000    	      0.0738605	      0.0776050	  0.3366987    	   0.000000    	   133.2219    	   11.44665    	   68.48231    	   0.000000    	   218.4048    	   178.2958    	   178.7559    	   0.000000    	   0.000000    	   6.179121    	   5.322548    	 -0.4600233    	   0.000000    	   0.000000    	
28/09/2010	   271.0000    	   0.000000    	      0.0198168	   0.000000    	   2.178352    	   1.175575    	   1.175575    	   0.000000    	   0.000000    	   0.000000    	      0.0717405	      0.0766308	   0.000000    	   0.000000    	   134.3776    	   11.29828    	   68.50212    	   0.000000    	   220.5832    	   179.4714    	   179.9314    	   0.000000    	   0.000000    	   6.250861    	   5.399179    	 -0.4600233    	   0.000000    	   0.000000    	
29/09/2010	   272.0000    	   0.000000    	   1.567582    	   0.000000    	   2.373516    	   1.175575    	   1.898764    	   0.000000    	   0.000000    	   0.000000    	      0.0698907	      0.0757230	 -0.7231887    	   0.000000    	   134.7280    	   11.17188    	   70.06971    	   0.000000    	   222.9567    	   180.6470    	   181.8302    	   0.000000    	   0.000000    	   6.320752    	   5.474902    	  -1.183212    	   0.000000    	   0.000000    	
30/09/2010	   273.0000    	   0.000000    	      0.0694139	   0.000000    	   2.506117    	   1.175575    	   1.344376    	   0.000000    	   0.000000    	   0.000000    	      0.0681091	      0.0748309	 -0.1688003    	   0.000000    	   136.0030    	   11.02894    	   70.13912    	   0.000000    	   225.4628    	   181.8226    	   183.1746    	   0.000000    	   0.000000    	   6.388861    	   5.549733    	  -1.352012    	   0.000000    	   0.000000    	
01/10/2010	   274.0000    	   0.000000    	   0.000000    	   0.000000    	   2.089231    	   1.073830    	   1.073830    	   0.000000    	   0.000000    	   0.000000    	      0.0662110	      0.0739061	   0.000000    	   0.000000    	   137.0768    	   10.88882    	   70.13912    	   0.000000    	   227.5520    	   182.8964    	   184.2484    	   0.000000    	   0.000000    	   6.455072    	   5.623639    	  -1.352012    	   0.000000    	   0.000000    	
02/10/2010	   275.0000    	   0.000000    	   0.000000    	   0.000000    	   2.969634    	   1.489075    	   1.489075    	   0.000000    	   0.000000    	   0.000000    	      0.0643847	      0.0729977	   0.000000    	   0.000000    	   138.5659    	   10.75144    	   70.13912    	   0.000000    	   230.5216    	   184.3855    	   185.7375    	   0.000000    	   0.000000    	   6.519457    	   5.696637    	  -1.352012    	   0.000000    	   0.000000    	
03/10/2010	   276.0000    	   0.000000    	   5.743187    	   0.000000    	   4.166703    	   1.489075    	   4.046276    	   0.000000    	   0.000000    	   0.000000    	      0.0644734	      0.0726463	  -2.557201    	   0.000000    	   137.0820    	   10.82735    	   75.88231    	   0.000000    	   234.6884    	   185.8745    	   189.7837    	   0.000000    	   0.000000    	   6.583930    	   5.769283    	  -3.909213    	   0.000000    	   0.000000    	
04/10/2010	   277.0000    	   0.000000    	   8.011136    	   0.000000    	   1.650623    	   1.650623    	   1.650623    	   0.000000    	   0.000000    	   0.000000    	      0.0700631	      0.0742199	   0.000000    	   0.000000    	   131.4136    	   11.37518    	   83.89344    	   0.000000    	   236.3390    	   187.5252    	   191.4344    	   0.000000    	   0.000000    	   6.653993    	   5.843503    	  -3.909213    	   0.000000    	   0.000000    	
