<< La légende des termes est placée à la fin du fichier >>
 Projet Modifié (Lizonne.rma) [V7.8]
Date           	Date           	Entr_Limit     	Sort_Limit     	Entr_Intern_fix	Sort_Intern_fix	Réduct_Pompage 	Désaturation   	Débord/Suintem 	Recharge_Maill 	Évaporat_Maill 	Excès_Irrigat  	Stockage_Posit 	Stockage_Négat 	Rivière->Nappe 	Nappe->Rivière 	Éch_Phas_Posit 	Éch_Phas_Négat 	Drains->Nappe  	Nappe->Drains  	Lacs->Nappe    	Nappe->Lacs    	Transpir_Racin 	Glob_Limites   	Glob_Intern_fix	Glob_Stock     	Glob_Riv_Nappe 	Abs_Déb_Résid  	Déb_Résid_Maxi 	%_Non_Converg  	d_BilQ_Global  	d_BilQ<->QFixé 	Glob_Drain_Napp	Glob_Lacs_Nappe	d_BilanVol_Pas 	%_Non_CV_Gl_Pas	Nombre_Désatur 	Nombre_Suintem 	Nombre_Itérat  	Nombre_Sous-pas	Nbre_Réduc_Pomp	
31/07/2010	   212.0000    	  0.1923834    	 -0.7649280    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	  -1.130899    	   3.159722    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	      0.0023664	  -1.458648    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5725446    	   0.000000    	   0.000000    	  -1.456282    	      0.0234210	      0.0017957	  0.6982005    	 -3.1180020E-06	 -3.1180020E-06	   0.000000    	   0.000000    	 -3.1180020E-06	  9.8679625E-05	   546.0000    	   659.0000    	   500.0000    	   1.000000    	   0.000000    	
01/08/2010	   213.0000    	  0.1932944    	 -0.7529149    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.9854764    	   2.730085    	   0.000000    	   0.000000    	  0.4219493    	  -1.354961    	      0.0084975	  -1.404310    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5596205    	 -0.7239380    	 -0.9330121    	  -1.395813    	      0.0045389	  7.7104857E-04	  0.1173869    	     -0.0017507	     -0.0017505	   0.000000    	   0.000000    	  -151.2465    	      0.0641203	   545.0000    	   535.0000    	   100.0000    	   1.000000    	   0.000000    	
02/08/2010	   214.0000    	  0.1936186    	 -0.7484275    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.494105    	   5.285438    	   0.000000    	   0.000000    	   2.074642    	 -0.9963121    	      0.0170463	  -1.510607    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5548089    	 -0.7239380    	   1.078330    	  -1.493560    	      0.0793451	      0.0301196	   1.443661    	     -0.0593039	     -0.0593041	   0.000000    	   0.000000    	  -5123.872    	   1.122028    	   527.0000    	   556.0000    	   100.0000    	   1.000000    	   0.000000    	
03/08/2010	   215.0000    	  0.1936186    	 -0.7484275    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.494105    	   5.285438    	   0.000000    	   0.000000    	   2.074642    	 -0.9963121    	      0.0170463	  -1.510607    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5548089    	 -0.7239380    	   1.078330    	  -1.493560    	      0.0793451	      0.0301196	   1.443661    	     -0.0593039	     -0.0593041	   0.000000    	   0.000000    	   0.000000    	   1.122028    	   527.0000    	   556.0000    	   100.0000    	   1.000000    	   0.000000    	
04/08/2010	   216.0000    	  0.1937609    	 -0.7464468    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.459990    	   5.013392    	   0.000000    	   0.000000    	   1.743273    	 -0.9385372    	      0.0165038	  -1.496160    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5526859    	 -0.7239380    	  0.8047357    	  -1.479656    	      0.0103217	      0.0086211	  0.1975947    	     -0.0076141	     -0.0076141	   0.000000    	   0.000000    	  -1315.716    	  0.1518752    	   528.0000    	   571.0000    	   100.0000    	   1.000000    	   0.000000    	
05/08/2010	   217.0000    	  0.1937609    	 -0.7464468    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.459990    	   5.013392    	   0.000000    	   0.000000    	   1.743273    	 -0.9385372    	      0.0165038	  -1.496160    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5526859    	 -0.7239380    	  0.8047357    	  -1.479656    	      0.0103217	      0.0086211	  0.1975947    	     -0.0076141	     -0.0076141	   0.000000    	   0.000000    	   0.000000    	  0.1518752    	   528.0000    	   571.0000    	   100.0000    	   1.000000    	   0.000000    	
06/08/2010	   218.0000    	  0.1937980    	 -0.7459309    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.478641    	   4.835177    	   0.000000    	   0.000000    	   1.472527    	 -0.8666427    	      0.0150335	  -1.489670    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5521329    	 -0.7239380    	  0.6058847    	  -1.474637    	  7.1810338E-05	  4.3859571E-05	      0.0014237	 -5.6370075E-05	 -5.6520520E-05	   0.000000    	   0.000000    	  -9.766746    	      0.0011689	   532.0000    	   586.0000    	   71.00000    	   1.000000    	   0.000000    	
07/08/2010	   219.0000    	  0.1937980    	 -0.7459309    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.478641    	   4.835177    	   0.000000    	   0.000000    	   1.472527    	 -0.8666427    	      0.0150335	  -1.489670    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5521329    	 -0.7239380    	  0.6058847    	  -1.474637    	  7.1810338E-05	  4.3859571E-05	      0.0014237	 -5.6370075E-05	 -5.6520520E-05	   0.000000    	   0.000000    	   0.000000    	      0.0011689	   532.0000    	   586.0000    	   71.00000    	   1.000000    	   0.000000    	
08/08/2010	   220.0000    	  0.1938173    	 -0.7456711    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.379193    	   4.388235    	   0.000000    	   0.000000    	   1.159074    	 -0.8757564    	      0.0134601	  -1.463478    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5518538    	 -0.7239380    	  0.2833180    	  -1.450018    	  9.1309738E-05	  3.5020580E-05	      0.0019869	 -8.5203885E-05	 -8.5258149E-05	   0.000000    	   0.000000    	  -14.73261    	      0.0019429	   543.0000    	   589.0000    	   71.00000    	   1.000000    	   0.000000    	
09/08/2010	   221.0000    	  0.1938173    	 -0.7456711    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.379193    	   4.388235    	   0.000000    	   0.000000    	   1.159074    	 -0.8757564    	      0.0134601	  -1.463478    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5518538    	 -0.7239380    	  0.2833180    	  -1.450018    	  9.1309738E-05	  3.5020580E-05	      0.0019869	 -8.5203885E-05	 -8.5258149E-05	   0.000000    	   0.000000    	   0.000000    	      0.0019429	   543.0000    	   589.0000    	   71.00000    	   1.000000    	   0.000000    	
10/08/2010	   222.0000    	  0.1938329    	 -0.7454614    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.287314    	   3.984298    	   0.000000    	   0.000000    	  0.8919536    	 -0.8958708    	      0.0120106	  -1.437421    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5516285    	 -0.7239380    	     -0.0039172	  -1.425411    	  7.8571072E-05	  3.1875415E-05	      0.0018734	 -7.4333875E-05	 -7.5699881E-05	   0.000000    	   0.000000    	  -13.08094    	      0.0019000	   551.0000    	   590.0000    	   100.0000    	   1.000000    	   0.000000    	
11/08/2010	   223.0000    	  0.1938329    	 -0.7454614    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.287314    	   3.984298    	   0.000000    	   0.000000    	  0.8919536    	 -0.8958708    	      0.0120106	  -1.437421    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5516285    	 -0.7239380    	     -0.0039172	  -1.425411    	  7.8571072E-05	  3.1875415E-05	      0.0018734	 -7.4333875E-05	 -7.5699881E-05	   0.000000    	   0.000000    	   0.000000    	      0.0019000	   551.0000    	   590.0000    	   100.0000    	   1.000000    	   0.000000    	
12/08/2010	   224.0000    	  0.1938429    	 -0.7453224    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.328631    	   4.347692    	   0.000000    	   0.000000    	  0.9660043    	 -0.6560600    	      0.0140160	  -1.448190    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5514795    	 -0.7239380    	  0.3099442    	  -1.434174    	  9.9916766E-04	  7.3445458E-04	      0.0219330	 -4.7539522E-04	 -4.7540182E-04	   0.000000    	   0.000000    	  -82.14943    	      0.0109346	   550.0000    	   594.0000    	   100.0000    	   1.000000    	   0.000000    	
13/08/2010	   225.0000    	  0.1938429    	 -0.7453224    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.328631    	   4.347692    	   0.000000    	   0.000000    	  0.9660043    	 -0.6560600    	      0.0140160	  -1.448190    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5514795    	 -0.7239380    	  0.3099442    	  -1.434174    	  9.9916766E-04	  7.3445458E-04	      0.0219330	 -4.7539522E-04	 -4.7540182E-04	   0.000000    	   0.000000    	   0.000000    	      0.0109346	   550.0000    	   594.0000    	   100.0000    	   1.000000    	   0.000000    	
14/08/2010	   226.0000    	  0.1938544    	 -0.7451661    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.280898    	   4.181558    	   0.000000    	   0.000000    	  0.8252289    	 -0.6216901    	      0.0134854	  -1.437045    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5513117    	 -0.7239380    	  0.2035387    	  -1.423560    	      0.0018428	      0.0010250	      0.0419876	     -0.0016880	     -0.0016880	   0.000000    	   0.000000    	  -291.6848    	      0.0403675	   550.0000    	   598.0000    	   100.0000    	   1.000000    	   0.000000    	
15/08/2010	   227.0000    	  0.1938544    	 -0.7451661    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.280898    	   4.181558    	   0.000000    	   0.000000    	  0.8252289    	 -0.6216901    	      0.0134854	  -1.437045    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5513117    	 -0.7239380    	  0.2035387    	  -1.423560    	      0.0018428	      0.0010250	      0.0419876	     -0.0016880	     -0.0016880	   0.000000    	   0.000000    	   0.000000    	      0.0403675	   550.0000    	   598.0000    	   100.0000    	   1.000000    	   0.000000    	
16/08/2010	   228.0000    	  0.1938687    	 -0.7449709    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.197502    	   3.800627    	   0.000000    	   0.000000    	  0.6070597    	 -0.6799205    	      0.0114352	  -1.413740    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5511022    	 -0.7239380    	     -0.0728608	  -1.402305    	      0.0017483	      0.0015424	      0.0428501	     -0.0013588	     -0.0013588	   0.000000    	   0.000000    	  -234.8027    	      0.0357523	   555.0000    	   600.0000    	   100.0000    	   1.000000    	   0.000000    	
17/08/2010	   229.0000    	  0.1938687    	 -0.7449709    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.197502    	   3.800627    	   0.000000    	   0.000000    	  0.6070597    	 -0.6799205    	      0.0114352	  -1.413740    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5511022    	 -0.7239380    	     -0.0728608	  -1.402305    	      0.0017483	      0.0015424	      0.0428501	     -0.0013588	     -0.0013588	   0.000000    	   0.000000    	   0.000000    	      0.0357523	   555.0000    	   600.0000    	   100.0000    	   1.000000    	   0.000000    	
18/08/2010	   230.0000    	  0.1938850    	 -0.7447474    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.132049    	   3.516922    	   0.000000    	   0.000000    	  0.4648492    	 -0.7373206    	      0.0101501	  -1.392714    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5508624    	 -0.7239380    	 -0.2724714    	  -1.382564    	  1.2826831E-04	  3.5439532E-05	      0.0032120	 -1.8963851E-05	 -2.0307167E-05	   0.000000    	   0.000000    	  -3.509078    	  5.7741311E-04	   556.0000    	   596.0000    	   14.00000    	   1.000000    	   0.000000    	
19/08/2010	   231.0000    	  0.1938850    	 -0.7447474    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.132049    	   3.516922    	   0.000000    	   0.000000    	  0.4648492    	 -0.7373206    	      0.0101501	  -1.392714    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5508624    	 -0.7239380    	 -0.2724714    	  -1.382564    	  1.2826831E-04	  3.5439532E-05	      0.0032120	 -1.8963851E-05	 -2.0307167E-05	   0.000000    	   0.000000    	   0.000000    	  5.7741311E-04	   556.0000    	   596.0000    	   14.00000    	   1.000000    	   0.000000    	
20/08/2010	   232.0000    	  0.1939026    	 -0.7445053    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.095078    	   3.375878    	   0.000000    	   0.000000    	  0.4174939    	 -0.7810068    	      0.0097264	  -1.379495    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5506028    	 -0.7239380    	 -0.3635129    	  -1.369769    	  7.7197781E-06	  2.3340854E-06	  1.9578357E-04	  3.4110197E-06	  3.3732643E-06	   0.000000    	   0.000000    	  0.5829001    	  9.9922580E-05	   556.0000    	   584.0000    	   57.00000    	   1.000000    	   0.000000    	
21/08/2010	   233.0000    	  0.1939026    	 -0.7445053    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.095078    	   3.375878    	   0.000000    	   0.000000    	  0.4174939    	 -0.7810068    	      0.0097264	  -1.379495    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5506028    	 -0.7239380    	 -0.3635129    	  -1.369769    	  7.7197781E-06	  2.3340854E-06	  1.9578357E-04	  3.4110197E-06	  3.3732643E-06	   0.000000    	   0.000000    	   0.000000    	  9.9922580E-05	   556.0000    	   584.0000    	   57.00000    	   1.000000    	   0.000000    	
22/08/2010	   234.0000    	  0.1939221    	 -0.7442345    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.026595    	   3.068931    	   0.000000    	   0.000000    	  0.2721654    	 -0.8520839    	      0.0082241	  -1.356234    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5503124    	 -0.7239380    	 -0.5799185    	  -1.348009    	  7.6109363E-06	  2.6402863E-06	  1.9763526E-04	 -5.7309024E-06	 -5.7585532E-06	   0.000000    	   0.000000    	 -0.9950780    	  1.8764039E-04	   561.0000    	   568.0000    	   71.00000    	   1.000000    	   0.000000    	
23/08/2010	   235.0000    	  0.1939221    	 -0.7442345    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	  -1.026595    	   3.068931    	   0.000000    	   0.000000    	  0.2721654    	 -0.8520839    	      0.0082241	  -1.356234    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5503124    	 -0.7239380    	 -0.5799185    	  -1.348009    	  7.6109363E-06	  2.6402863E-06	  1.9763526E-04	 -5.7309024E-06	 -5.7585532E-06	   0.000000    	   0.000000    	   0.000000    	  1.8764039E-04	   561.0000    	   568.0000    	   71.00000    	   1.000000    	   0.000000    	
24/08/2010	   236.0000    	  0.1939437    	 -0.7439348    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.9643971    	   2.790633    	   0.000000    	   0.000000    	  0.1593270    	 -0.9332006    	      0.0069617	  -1.333172    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5499911    	 -0.7239380    	 -0.7738736    	  -1.326211    	  3.4958497E-05	  2.5143948E-05	  9.2840352E-04	 -3.0235991E-05	 -3.0278000E-05	   0.000000    	   0.000000    	  -5.232038    	      0.0010850	   567.0000    	   555.0000    	   58.00000    	   1.000000    	   0.000000    	
25/08/2010	   237.0000    	  0.1939437    	 -0.7439348    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.9643971    	   2.790633    	   0.000000    	   0.000000    	  0.1593270    	 -0.9332006    	      0.0069617	  -1.333172    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5499911    	 -0.7239380    	 -0.7738736    	  -1.326211    	  3.4958497E-05	  2.5143948E-05	  9.2840352E-04	 -3.0235991E-05	 -3.0278000E-05	   0.000000    	   0.000000    	   0.000000    	      0.0010850	   567.0000    	   555.0000    	   58.00000    	   1.000000    	   0.000000    	
26/08/2010	   238.0000    	  0.1939670    	 -0.7436086    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.9078514    	   2.538182    	   0.000000    	   0.000000    	      0.0854201	  -1.033325    	      0.0059240	  -1.310549    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5496416    	 -0.7239380    	 -0.9479051    	  -1.304625    	  4.8267957E-05	  3.9225367E-05	      0.0013095	  3.1690929E-05	  3.1465178E-05	   0.000000    	   0.000000    	   5.437183    	      0.0012397	   573.0000    	   539.0000    	   28.00000    	   1.000000    	   0.000000    	
27/08/2010	   239.0000    	  0.1939670    	 -0.7436086    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.9078514    	   2.538182    	   0.000000    	   0.000000    	      0.0854201	  -1.033325    	      0.0059240	  -1.310549    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5496416    	 -0.7239380    	 -0.9479051    	  -1.304625    	  4.8267957E-05	  3.9225367E-05	      0.0013095	  3.1690929E-05	  3.1465178E-05	   0.000000    	   0.000000    	   0.000000    	      0.0012397	   573.0000    	   539.0000    	   28.00000    	   1.000000    	   0.000000    	
28/08/2010	   240.0000    	  0.1939919    	 -0.7432604    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.8578074    	   2.309073    	   0.000000    	   0.000000    	      0.0424434	  -1.147619    	      0.0050713	  -1.288327    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5492685    	 -0.7239380    	  -1.105175    	  -1.283256    	  2.7568132E-05	  1.8870521E-05	  7.6295572E-04	 -2.2078429E-05	 -2.2095655E-05	   0.000000    	   0.000000    	  -3.818129    	  9.5690594E-04	   577.0000    	   510.0000    	   33.00000    	   1.000000    	   0.000000    	
29/08/2010	   241.0000    	  0.1939919    	 -0.7432604    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.8578074    	   2.309073    	   0.000000    	   0.000000    	      0.0424434	  -1.147619    	      0.0050713	  -1.288327    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5492685    	 -0.7239380    	  -1.105175    	  -1.283256    	  2.7568132E-05	  1.8870521E-05	  7.6295572E-04	 -2.2078429E-05	 -2.2095655E-05	   0.000000    	   0.000000    	   0.000000    	  9.5690594E-04	   577.0000    	   510.0000    	   33.00000    	   1.000000    	   0.000000    	
30/08/2010	   242.0000    	  0.1939919    	 -0.7432604    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.8578074    	   2.309073    	   0.000000    	   0.000000    	      0.0424434	  -1.147619    	      0.0050713	  -1.288327    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5492685    	 -0.7239380    	  -1.105175    	  -1.283256    	  2.7568132E-05	  1.8870521E-05	  7.6295572E-04	 -2.2078429E-05	 -2.2095655E-05	   0.000000    	   0.000000    	   0.000000    	  9.5690594E-04	   577.0000    	   510.0000    	   33.00000    	   1.000000    	   0.000000    	
31/08/2010	   243.0000    	  0.1939919    	 -0.7432604    	   0.000000    	 -0.7239380    	   0.000000    	   0.000000    	 -0.8578074    	   2.309073    	   0.000000    	   0.000000    	      0.0424434	  -1.147619    	      0.0050713	  -1.288327    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5492685    	 -0.7239380    	  -1.105175    	  -1.283256    	  2.7568132E-05	  1.8870521E-05	  7.6295572E-04	 -2.2078429E-05	 -2.2095655E-05	   0.000000    	   0.000000    	   0.000000    	  9.5690594E-04	   577.0000    	   510.0000    	   33.00000    	   1.000000    	   0.000000    	
01/09/2010	   244.0000    	  0.1929135    	 -0.7576942    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.8353363    	   2.006593    	   0.000000    	   0.000000    	  0.1893110    	 -0.9474030    	      0.0041109	  -1.282997    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5647807    	     -0.0856860	 -0.7580920    	  -1.278886    	  4.6347024E-06	  1.9074489E-06	  1.5648721E-04	 -3.5441707E-06	 -3.4385812E-06	   0.000000    	   0.000000    	  -1.188374    	  1.7136412E-04	   589.0000    	   473.0000    	   69.00000    	   1.000000    	   0.000000    	
02/09/2010	   245.0000    	  0.1928172    	 -0.7590324    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.7988907    	   1.781355    	   0.000000    	   0.000000    	  0.1382119    	  -1.076547    	      0.0034199	  -1.272105    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5662152    	     -0.0856860	 -0.9383347    	  -1.268685    	  2.2085376E-04	  1.1042224E-04	      0.0075746	  2.1279094E-04	  2.1281117E-04	   0.000000    	   0.000000    	   18.38688    	      0.0119466	   590.0000    	   462.0000    	   32.00000    	   1.000000    	   0.000000    	
03/09/2010	   246.0000    	  0.1928172    	 -0.7590324    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.7988907    	   1.781355    	   0.000000    	   0.000000    	  0.1382119    	  -1.076547    	      0.0034199	  -1.272105    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5662152    	     -0.0856860	 -0.9383347    	  -1.268685    	  2.2085376E-04	  1.1042224E-04	      0.0075746	  2.1279094E-04	  2.1281117E-04	   0.000000    	   0.000000    	   0.000000    	      0.0119466	   590.0000    	   462.0000    	   32.00000    	   1.000000    	   0.000000    	
04/09/2010	   247.0000    	  0.1927767    	 -0.7596045    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.7796350    	   1.660601    	   0.000000    	   0.000000    	      0.0911771	  -1.121609    	      0.0031201	  -1.262043    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5668277    	     -0.0856860	  -1.030432    	  -1.258923    	  4.4542049E-05	  2.7585047E-05	      0.0015429	 -3.8007557E-05	 -3.8615636E-05	   0.000000    	   0.000000    	  -6.672782    	      0.0023254	   600.0000    	   438.0000    	   71.00000    	   1.000000    	   0.000000    	
05/09/2010	   248.0000    	  0.1927767    	 -0.7596045    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.7796350    	   1.660601    	   0.000000    	   0.000000    	      0.0911771	  -1.121609    	      0.0031201	  -1.262043    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5668277    	     -0.0856860	  -1.030432    	  -1.258923    	  4.4542049E-05	  2.7585047E-05	      0.0015429	 -3.8007557E-05	 -3.8615636E-05	   0.000000    	   0.000000    	   0.000000    	      0.0023254	   600.0000    	   438.0000    	   71.00000    	   1.000000    	   0.000000    	
06/09/2010	   249.0000    	  0.1927684    	 -0.7597270    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.7768612    	   1.642124    	   0.000000    	   0.000000    	      0.0650298	  -1.105154    	      0.0031035	  -1.255865    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5669586    	     -0.0856860	  -1.040124    	  -1.252761    	  2.0346190E-05	  1.1837828E-05	  7.0692175E-04	 -1.9376514E-05	 -1.8782286E-05	   0.000000    	   0.000000    	  -3.245579    	      0.0011438	   608.0000    	   425.0000    	   100.0000    	   1.000000    	   0.000000    	
07/09/2010	   250.0000    	  0.1927684    	 -0.7597270    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.7768612    	   1.642124    	   0.000000    	   0.000000    	      0.0650298	  -1.105154    	      0.0031035	  -1.255865    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5669586    	     -0.0856860	  -1.040124    	  -1.252761    	  2.0346190E-05	  1.1837828E-05	  7.0692175E-04	 -1.9376514E-05	 -1.8782286E-05	   0.000000    	   0.000000    	   0.000000    	      0.0011438	   608.0000    	   425.0000    	   100.0000    	   1.000000    	   0.000000    	
08/09/2010	   251.0000    	  0.1927574    	 -0.7598750    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.8995672    	   2.337075    	   0.000000    	   0.000000    	  0.1098262    	 -0.6037062    	      0.0050740	  -1.286446    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5671176    	     -0.0856860	 -0.4938800    	  -1.281372    	      0.0052824	      0.0012530	  0.1742467    	     -0.0027870	     -0.0027871	   0.000000    	   0.000000    	  -481.6109    	  0.1192559    	   606.0000    	   452.0000    	   100.0000    	   1.000000    	   0.000000    	
09/09/2010	   252.0000    	  0.1927574    	 -0.7598750    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.8995672    	   2.337075    	   0.000000    	   0.000000    	  0.1098262    	 -0.6037062    	      0.0050740	  -1.286446    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5671176    	     -0.0856860	 -0.4938800    	  -1.281372    	      0.0052824	      0.0012530	  0.1742467    	     -0.0027870	     -0.0027871	   0.000000    	   0.000000    	   0.000000    	  0.1192559    	   606.0000    	   452.0000    	   100.0000    	   1.000000    	   0.000000    	
10/09/2010	   253.0000    	  0.1927450    	 -0.7600419    	   0.000000    	     -0.0856860	   0.000000    	   0.000000    	 -0.9630716    	   2.542775    	   0.000000    	   0.000000    	  0.1480813    	 -0.4977634    	      0.0052304	  -1.300813    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	   0.000000    	 -0.5672969    	     -0.0856860	 -0.3496820    	  -1.295582    	      0.0217303	      0.0074314	  0.6988113    	     -0.0191799	     -0.0191800	   0.000000    	   0.000000    	  -3314.310    	  0.7542956    	   596.0000    	   473.0000    	   100.0000    	   1.000000    	   0.000000    	
